customer_id,name,signup_date,segment,region,plan_type,status,email,tenure_days,signup_month,signup_cohort
CUST_01807,Shari Arellano,2021-02-02,Mid-Market,North,Enterprise,Active,josephmichael@example.org,1951,2021-02,2021-Q1
CUST_01808,Andrea Brown,2021-08-06,SMB,West,Enterprise,Active,ucross@example.org,1766,2021-08,2021-Q3
CUST_01809,Kyle Blake,2024-05-22,SMB,South,Enterprise,Active,maryjohnson@example.com,746,2024-05,2024-Q2
CUST_01810,Evelyn Davis,2024-04-06,SMB,South,Basic,Active,rberry@example.com,792,2024-04,2024-Q2
CUST_01811,Jane Wells,2023-06-08,SMB,South,Basic,Active,isaac45@example.org,1095,2023-06,2023-Q2
CUST_01812,Sherry Porter,2022-01-14,SMB,North,Basic,Active,jorgegonzalez@example.com,1605,2022-01,2022-Q1
CUST_01813,Miss Gina Walton,2022-01-05,Mid-Market,International,Pro,Active,andrew90@example.net,1614,2022-01,2022-Q1
CUST_01814,Jake Jackson,2023-03-19,Enterprise,North,Basic,Active,smithpaul@example.org,1176,2023-03,2023-Q1
CUST_01815,Laura Brooks,2023-07-21,Mid-Market,South,Basic,Active,sosajacob@example.net,1052,2023-07,2023-Q3
CUST_01816,Mr. William Davis DDS,2021-01-25,SMB,East,Basic,Active,carolberry@example.com,1959,2021-01,2021-Q1
CUST_01817,Sheryl Thompson,2021-03-31,Mid-Market,West,Basic,Churned,lisawallace@example.net,1894,2021-03,2021-Q1
CUST_01818,Joshua Rubio,2024-05-13,SMB,International,Basic,Churned,aguirrelarry@example.com,755,2024-05,2024-Q2
CUST_01819,Michael Lawrence,2022-11-25,SMB,North,Enterprise,Active,racheljimenez@example.net,1290,2022-11,2022-Q4
CUST_01820,Louis Rogers,2023-06-29,Enterprise,West,Basic,Active,jmcfarland@example.com,1074,2023-06,2023-Q2
CUST_01821,Terry Barnett,2024-01-19,Mid-Market,North,Pro,Active,morganmichael@example.org,870,2024-01,2024-Q1
CUST_01822,Katherine Bauer,2021-07-30,SMB,West,Basic,Active,howardsabrina@example.com,1773,2021-07,2021-Q3
CUST_01823,Susan Zimmerman,2021-01-03,Enterprise,South,Enterprise,Active,abbottchristopher@example.net,1981,2021-01,2021-Q1
CUST_01824,Joseph Andrews,2022-08-11,Enterprise,North,Pro,Active,psherman@example.org,1396,2022-08,2022-Q3
CUST_01825,Chad Gallagher,2021-08-19,SMB,International,Basic,Active,sheryl66@example.com,1753,2021-08,2021-Q3
CUST_01826,John Henry,2022-08-01,SMB,International,Basic,Active,anna96@example.com,1406,2022-08,2022-Q3
CUST_01827,Dr. Dustin Sutton Jr.,2021-06-23,SMB,International,Basic,Active,lopezchristopher@example.net,1810,2021-06,2021-Q2
CUST_01828,Laura Thompson,2024-05-13,SMB,East,Basic,Churned,jocelyn80@example.org,755,2024-05,2024-Q2
CUST_01829,Janice Bell,2022-08-11,Mid-Market,West,Enterprise,Active,colongabrielle@example.com,1396,2022-08,2022-Q3
CUST_01830,Kelly Thompson,2022-06-28,Enterprise,West,Enterprise,Active,erin03@example.org,1440,2022-06,2022-Q2
CUST_01831,Cody Walker,2021-11-01,SMB,North,Basic,Active,charles37@example.org,1679,2021-11,2021-Q4
CUST_01832,Lisa Williams,2023-09-07,Enterprise,South,Basic,Active,sharris@example.org,1004,2023-09,2023-Q3
CUST_01833,Abigail Allen,2021-10-24,Enterprise,West,Pro,Active,tracey63@example.com,1687,2021-10,2021-Q4
CUST_01834,Jennifer Moore,2022-10-16,SMB,South,Basic,Active,christyscott@example.com,1330,2022-10,2022-Q4
CUST_01835,Michelle Barrera,2022-11-14,SMB,East,Enterprise,Churned,jamie46@example.net,1301,2022-11,2022-Q4
CUST_01836,Rodney Bennett,2024-01-31,SMB,South,Enterprise,Active,lisafreeman@example.net,858,2024-01,2024-Q1
CUST_01837,Michael Williams,2023-02-27,SMB,West,Pro,Churned,sanderson@example.org,1196,2023-02,2023-Q1
CUST_01838,Brian Moore,2022-03-26,SMB,West,Pro,Active,ijones@example.com,1534,2022-03,2022-Q1
CUST_01839,Patrick Moses,2021-02-05,Mid-Market,International,Basic,Active,smitchell@example.com,1948,2021-02,2021-Q1
CUST_01840,Deborah Juarez,2022-12-17,SMB,North,Basic,Active,mcarson@example.org,1268,2022-12,2022-Q4
CUST_01841,Kathleen Martinez,2023-08-01,SMB,North,Enterprise,Churned,harrisondaniel@example.org,1041,2023-08,2023-Q3
CUST_01842,James Miller,2022-05-12,SMB,International,Enterprise,Churned,allenchristina@example.com,1487,2022-05,2022-Q2
CUST_01843,Jessica Hammond,2021-10-21,Mid-Market,North,Pro,Active,kaylahardy@example.org,1690,2021-10,2021-Q4
CUST_01844,Tiffany Peterson,2021-08-06,Enterprise,South,Enterprise,Active,sandra57@example.org,1766,2021-08,2021-Q3
CUST_01845,Amy James,2021-03-03,Enterprise,International,Enterprise,Active,william32@example.net,1922,2021-03,2021-Q1
CUST_01846,Matthew Gonzales,2023-05-03,Enterprise,North,Basic,Active,pjones@example.net,1131,2023-05,2023-Q2
CUST_01847,Kristin Thomas,2022-09-06,Mid-Market,West,Pro,Active,brian16@example.net,1370,2022-09,2022-Q3
CUST_01848,Lisa Jackson,2021-01-28,SMB,East,Pro,Churned,mitchell21@example.net,1956,2021-01,2021-Q1
CUST_01849,James Hart,2021-12-22,Mid-Market,North,Enterprise,Active,hmack@example.org,1628,2021-12,2021-Q4
CUST_01850,Amanda Gardner,2023-07-20,Enterprise,West,Enterprise,Active,banksrenee@example.net,1053,2023-07,2023-Q3
CUST_01851,Diane Jensen,2022-04-11,SMB,East,Enterprise,Active,pkent@example.net,1518,2022-04,2022-Q2
CUST_01852,David Baird DDS,2021-09-14,Mid-Market,East,Enterprise,Active,jcalhoun@example.com,1727,2021-09,2021-Q3
CUST_01853,Heather Thomas,2024-02-20,Mid-Market,South,Basic,Active,sylviaprice@example.com,838,2024-02,2024-Q1
CUST_01854,Isabel Smith,2023-04-10,Enterprise,East,Pro,Active,douglas76@example.net,1154,2023-04,2023-Q2
CUST_01855,Sarah Archer,2022-02-03,Mid-Market,East,Enterprise,Active,marygomez@example.com,1585,2022-02,2022-Q1
CUST_01856,Jason Quinn,2022-11-19,Enterprise,West,Basic,Churned,dfarley@example.com,1296,2022-11,2022-Q4
CUST_01857,Maurice Anderson,2024-05-07,Mid-Market,North,Pro,Churned,johnmarquez@example.net,761,2024-05,2024-Q2
CUST_01858,Shane Hopkins,2021-03-08,SMB,North,Basic,Churned,rachel86@example.com,1917,2021-03,2021-Q1
CUST_01859,Cindy Thomas,2023-09-18,Enterprise,North,Pro,Churned,danielsshaun@example.net,993,2023-09,2023-Q3
CUST_01860,Curtis Morgan,2023-01-01,Mid-Market,North,Enterprise,Active,donnagiles@example.com,1253,2023-01,2023-Q1
CUST_01861,Jeremy Benson,2023-03-12,SMB,South,Pro,Active,lbradley@example.com,1183,2023-03,2023-Q1
CUST_01862,Miss Patricia Davidson,2023-04-15,SMB,North,Pro,Active,edwardstewart@example.org,1149,2023-04,2023-Q2
CUST_01863,Bianca Velazquez,2021-02-18,SMB,West,Pro,Active,cheryl98@example.net,1935,2021-02,2021-Q1
CUST_01864,Amanda Davis,2022-08-18,Mid-Market,International,Pro,Churned,milleralan@example.org,1389,2022-08,2022-Q3
CUST_01865,Brandon Huynh,2022-04-20,SMB,East,Basic,Active,james23@example.com,1509,2022-04,2022-Q2
CUST_01866,Heidi Blankenship,2021-11-26,SMB,West,Pro,Active,talvarez@example.org,1654,2021-11,2021-Q4
CUST_01867,Brian Hoffman,2023-12-08,SMB,East,Enterprise,Active,frankwilson@example.net,912,2023-12,2023-Q4
CUST_01868,Justin Fuller,2023-01-08,Mid-Market,South,Enterprise,Active,hannah31@example.net,1246,2023-01,2023-Q1
CUST_01869,Susan Davis,2023-03-05,SMB,West,Basic,Churned,taylorparker@example.com,1190,2023-03,2023-Q1
CUST_01870,Randall Willis,2024-03-07,SMB,International,Pro,Active,sarah99@example.org,822,2024-03,2024-Q1
CUST_01871,Alejandro Vasquez,2022-09-26,SMB,North,Enterprise,Active,nicole15@example.org,1350,2022-09,2022-Q3
CUST_01872,Marcus Byrd,2021-07-12,SMB,North,Enterprise,Active,danieldonovan@example.net,1791,2021-07,2021-Q3
CUST_01873,Mark Carter,2024-03-26,Mid-Market,North,Basic,Active,gomeztonya@example.com,803,2024-03,2024-Q1
CUST_01874,Steven Butler,2022-06-13,Enterprise,West,Basic,Active,michaelking@example.net,1455,2022-06,2022-Q2
CUST_01875,Joseph Moon,2021-10-15,SMB,South,Enterprise,Active,kflores@example.org,1696,2021-10,2021-Q4
CUST_01876,Melody Baker,2022-08-11,SMB,South,Pro,Active,rmorgan@example.net,1396,2022-08,2022-Q3
CUST_01877,Mary Hopkins MD,2023-01-22,SMB,North,Enterprise,Active,andersontiffany@example.net,1232,2023-01,2023-Q1
CUST_01878,Kenneth Turner,2023-04-27,SMB,North,Basic,Active,rebeccajames@example.org,1137,2023-04,2023-Q2
CUST_01879,Debra Brooks,2021-04-27,Mid-Market,West,Enterprise,Active,linda66@example.net,1867,2021-04,2021-Q2
CUST_01880,Tommy Ball,2021-08-04,Mid-Market,North,Enterprise,Active,tracyadams@example.com,1768,2021-08,2021-Q3
CUST_01881,Angela Wade,2023-03-07,Mid-Market,North,Basic,Active,michelle10@example.org,1188,2023-03,2023-Q1
CUST_01882,Ashley Jones,2024-01-01,SMB,East,Basic,Active,calvin93@example.org,888,2024-01,2024-Q1
CUST_01883,Alexandra Smith,2023-03-24,SMB,West,Basic,Active,molly91@example.org,1171,2023-03,2023-Q1
CUST_01884,Tracie Costa,2024-05-22,Mid-Market,South,Basic,Active,kristi19@example.org,746,2024-05,2024-Q2
CUST_01885,Charles Hardin,2021-03-20,SMB,South,Pro,Active,lopezjennifer@example.org,1905,2021-03,2021-Q1
CUST_01886,Rickey Hall,2024-03-09,SMB,North,Basic,Churned,lovepaul@example.net,820,2024-03,2024-Q1
CUST_01887,Karen Gonzalez,2023-01-11,SMB,International,Basic,Active,ljacobs@example.com,1243,2023-01,2023-Q1
CUST_01888,Michael Hancock,2021-02-16,SMB,North,Basic,Active,ramoswilliam@example.org,1937,2021-02,2021-Q1
CUST_01889,Craig Thomas,2021-06-21,SMB,East,Basic,Churned,hollywarner@example.org,1812,2021-06,2021-Q2
CUST_01890,Samuel Avila,2023-07-14,Mid-Market,International,Basic,Active,franciscoreid@example.net,1059,2023-07,2023-Q3
CUST_01891,Jason Davidson,2021-04-21,SMB,South,Pro,Churned,ronaldsummers@example.net,1873,2021-04,2021-Q2
CUST_01892,Adam Zamora,2021-12-03,SMB,West,Basic,Churned,juan21@example.org,1647,2021-12,2021-Q4
CUST_01893,Gregory Quinn,2021-11-26,SMB,East,Pro,Active,wmiller@example.net,1654,2021-11,2021-Q4
CUST_01894,William Craig,2021-01-21,Mid-Market,East,Enterprise,Active,brianna59@example.net,1963,2021-01,2021-Q1
CUST_01895,Laura Acosta,2024-03-30,SMB,West,Basic,Active,shannon75@example.com,799,2024-03,2024-Q1
CUST_01896,John Gardner,2022-10-11,Mid-Market,International,Enterprise,Churned,jeremyjackson@example.net,1335,2022-10,2022-Q4
CUST_01897,John Murray,2022-10-11,SMB,East,Enterprise,Churned,dford@example.com,1335,2022-10,2022-Q4
CUST_01898,Oscar Cruz,2021-01-08,SMB,East,Pro,Active,markskristina@example.com,1976,2021-01,2021-Q1
CUST_01899,Lynn Ross MD,2024-03-30,SMB,East,Enterprise,Churned,edwardshah@example.org,799,2024-03,2024-Q1
CUST_01900,James Hernandez,2024-01-24,Mid-Market,South,Enterprise,Active,james76@example.org,865,2024-01,2024-Q1
CUST_01901,Tyler Dunn,2022-01-27,SMB,North,Basic,Active,jameslawson@example.com,1592,2022-01,2022-Q1
CUST_01902,Travis Moore,2021-02-03,SMB,West,Basic,Active,gomezdaniel@example.com,1950,2021-02,2021-Q1
CUST_01903,Lisa Thomas,2023-10-20,Mid-Market,North,Enterprise,Active,alara@example.com,961,2023-10,2023-Q4
CUST_01904,Eric Moore,2024-01-16,SMB,South,Pro,Active,gabriella69@example.org,873,2024-01,2024-Q1
CUST_01905,Kendra Peterson,2023-07-29,SMB,International,Basic,Active,lindsay25@example.net,1044,2023-07,2023-Q3
CUST_01906,Amy West,2023-02-21,Mid-Market,East,Pro,Active,usanchez@example.net,1202,2023-02,2023-Q1
CUST_01907,Shane Edwards,2021-07-23,SMB,East,Pro,Active,jbuchanan@example.com,1780,2021-07,2021-Q3
CUST_01908,Erin Lee,2023-04-23,SMB,East,Basic,Churned,tammyharrington@example.net,1141,2023-04,2023-Q2
CUST_01909,Crystal Watkins,2023-06-29,SMB,East,Pro,Active,lisawright@example.net,1074,2023-06,2023-Q2
CUST_01910,Alec Dixon,2022-03-10,SMB,International,Pro,Churned,cruzeddie@example.com,1550,2022-03,2022-Q1
CUST_01911,John Morrison,2023-08-20,SMB,North,Basic,Active,carl63@example.com,1022,2023-08,2023-Q3
CUST_01912,Helen Strickland,2023-03-22,Mid-Market,East,Enterprise,Churned,owright@example.org,1173,2023-03,2023-Q1
CUST_01913,Roger Olson,2022-06-26,Mid-Market,South,Basic,Active,kristenfrye@example.com,1442,2022-06,2022-Q2
CUST_01914,Miss Kimberly Holloway,2021-01-09,SMB,West,Enterprise,Active,susanharper@example.org,1975,2021-01,2021-Q1
CUST_01915,Antonio Dyer,2023-02-06,Mid-Market,North,Basic,Active,john66@example.net,1217,2023-02,2023-Q1
CUST_01916,Alexandra Green,2021-12-16,SMB,South,Pro,Active,kennethjohnson@example.net,1634,2021-12,2021-Q4
CUST_01917,Angela Marshall,2022-01-30,SMB,International,Basic,Active,seanreyes@example.org,1589,2022-01,2022-Q1
CUST_01918,Olivia Rodriguez,2023-05-29,Mid-Market,International,Basic,Churned,stephen39@example.com,1105,2023-05,2023-Q2
CUST_01919,Kevin Morris,2022-10-14,SMB,North,Enterprise,Active,martinezmindy@example.net,1332,2022-10,2022-Q4
CUST_01920,Charles Decker,2023-10-30,Mid-Market,West,Basic,Churned,opierce@example.com,951,2023-10,2023-Q4
CUST_01921,Jennifer Nguyen,2022-06-17,SMB,West,Basic,Active,schneidermario@example.net,1451,2022-06,2022-Q2
CUST_01922,Jorge Sharp,2021-02-22,Mid-Market,North,Basic,Active,tylermcintosh@example.org,1931,2021-02,2021-Q1
CUST_01923,Joseph Bentley,2024-01-19,SMB,North,Pro,Active,christopherward@example.com,870,2024-01,2024-Q1
CUST_01924,Jason Potter,2021-09-25,Enterprise,West,Basic,Active,dmorales@example.net,1716,2021-09,2021-Q3
CUST_01925,Richard Neal,2022-03-31,SMB,North,Enterprise,Churned,olsenshane@example.org,1529,2022-03,2022-Q1
CUST_01926,Sheila Perez,2023-02-14,SMB,West,Basic,Active,newmanangela@example.org,1209,2023-02,2023-Q1
CUST_01927,Melissa Mendoza,2021-02-17,SMB,International,Basic,Active,robinsonjesse@example.org,1936,2021-02,2021-Q1
CUST_01928,Brenda Flores,2024-05-05,SMB,East,Basic,Churned,qavila@example.com,763,2024-05,2024-Q2
CUST_01929,Ralph Vasquez,2021-06-08,Enterprise,North,Basic,Active,cpierce@example.org,1825,2021-06,2021-Q2
CUST_01930,Christine Aguilar,2023-10-03,Mid-Market,South,Enterprise,Active,baileychristopher@example.com,978,2023-10,2023-Q4
CUST_01931,Sandra Sanders,2022-03-07,Mid-Market,East,Pro,Active,amandaherman@example.net,1553,2022-03,2022-Q1
CUST_01932,Deborah Brooks,2021-11-26,Mid-Market,International,Basic,Churned,mmoore@example.net,1654,2021-11,2021-Q4
CUST_01933,Craig Hurst,2024-05-27,Enterprise,East,Basic,Active,swilson@example.com,741,2024-05,2024-Q2
CUST_01934,Larry Curtis,2024-05-13,Enterprise,South,Basic,Active,hharris@example.org,755,2024-05,2024-Q2
CUST_01935,Brian Fitzpatrick,2022-01-30,Mid-Market,International,Pro,Active,jameshudson@example.net,1589,2022-01,2022-Q1
CUST_01936,Michael Lewis,2022-03-19,SMB,West,Pro,Active,michael03@example.net,1541,2022-03,2022-Q1
CUST_01937,Sarah Robinson,2022-03-27,Enterprise,South,Basic,Active,collinsjavier@example.org,1533,2022-03,2022-Q1
CUST_01938,Christine Arroyo,2022-02-13,SMB,South,Basic,Active,dcortez@example.com,1575,2022-02,2022-Q1
CUST_01939,Carmen Vasquez,2023-10-13,Mid-Market,South,Pro,Active,laura31@example.net,968,2023-10,2023-Q4
CUST_01940,Aaron Johnson,2022-02-10,SMB,South,Enterprise,Active,vincentstacey@example.org,1578,2022-02,2022-Q1
CUST_01941,James Carroll,2024-04-10,SMB,South,Basic,Active,coltonrichardson@example.net,788,2024-04,2024-Q2
CUST_01942,Jay Walter,2023-09-27,SMB,North,Basic,Active,ramirezdesiree@example.com,984,2023-09,2023-Q3
CUST_01943,Stephanie Turner,2022-10-15,Mid-Market,South,Pro,Active,stephen31@example.net,1331,2022-10,2022-Q4
CUST_01944,Melanie Johnson,2023-02-05,SMB,East,Pro,Active,hthompson@example.org,1218,2023-02,2023-Q1
CUST_01945,Jordan Tanner,2023-11-14,SMB,International,Pro,Churned,joseph97@example.org,936,2023-11,2023-Q4
CUST_01946,Brittany Brown,2023-12-23,Mid-Market,International,Pro,Active,fjohnson@example.com,897,2023-12,2023-Q4
CUST_01947,Jennifer Dudley,2022-01-16,Enterprise,South,Basic,Active,douglassusan@example.com,1603,2022-01,2022-Q1
CUST_01948,Michelle Harris,2022-10-06,Enterprise,South,Pro,Active,andrew43@example.org,1340,2022-10,2022-Q4
CUST_01949,Rita Forbes,2023-08-12,Mid-Market,South,Basic,Active,russomary@example.com,1030,2023-08,2023-Q3
CUST_01950,Michele Conner,2022-08-04,Mid-Market,North,Basic,Active,mitchellchristopher@example.com,1403,2022-08,2022-Q3
CUST_01951,John Martin,2024-05-29,SMB,South,Basic,Active,jessica82@example.com,739,2024-05,2024-Q2
CUST_01952,Hannah Thompson,2023-05-14,SMB,East,Pro,Active,wwatson@example.com,1120,2023-05,2023-Q2
CUST_01953,Michael Preston,2021-04-12,Mid-Market,North,Enterprise,Active,bward@example.org,1882,2021-04,2021-Q2
CUST_01954,Stacey Cook,2021-09-12,SMB,South,Enterprise,Active,debbie78@example.net,1729,2021-09,2021-Q3
CUST_01955,Andrew Hunter,2021-02-13,SMB,North,Pro,Churned,carolfernandez@example.net,1940,2021-02,2021-Q1
CUST_01956,Robert Taylor,2023-08-04,SMB,International,Enterprise,Churned,makaylasanders@example.com,1038,2023-08,2023-Q3
CUST_01957,Wanda Stephens,2023-12-17,SMB,International,Pro,Churned,johnstonjonathan@example.net,903,2023-12,2023-Q4
CUST_01958,Carmen Perez,2023-05-01,SMB,North,Basic,Active,tracy55@example.net,1133,2023-05,2023-Q2
CUST_01959,Kelly Weiss,2024-02-14,Mid-Market,South,Enterprise,Active,barbarabrady@example.net,844,2024-02,2024-Q1
CUST_01960,Ashley Bowman,2023-07-20,SMB,South,Basic,Active,smoore@example.org,1053,2023-07,2023-Q3
CUST_01961,Stephanie Costa,2021-07-30,SMB,West,Enterprise,Churned,simpsonruth@example.net,1773,2021-07,2021-Q3
CUST_01962,Dana Sullivan,2022-10-24,Enterprise,North,Basic,Active,amberdavis@example.org,1322,2022-10,2022-Q4
CUST_01963,Andre Martinez,2023-01-26,SMB,North,Basic,Active,mariabecker@example.org,1228,2023-01,2023-Q1
CUST_01964,Trevor Henderson,2021-04-18,SMB,West,Basic,Churned,dorothy09@example.com,1876,2021-04,2021-Q2
CUST_01965,James Torres,2021-06-03,SMB,International,Basic,Churned,lreid@example.org,1830,2021-06,2021-Q2
CUST_01966,Vanessa Porter,2021-12-15,SMB,South,Enterprise,Active,anthony76@example.net,1635,2021-12,2021-Q4
CUST_01967,Jenny Matthews,2021-10-31,SMB,South,Basic,Active,stacy70@example.com,1680,2021-10,2021-Q4
CUST_01968,John Bullock,2023-07-05,SMB,South,Enterprise,Active,fking@example.org,1068,2023-07,2023-Q3
CUST_01969,Ronald Welch,2023-10-01,SMB,East,Basic,Active,gibsonkaitlyn@example.org,980,2023-10,2023-Q4
CUST_01970,Julie Morris,2022-06-25,Mid-Market,North,Pro,Active,arobinson@example.org,1443,2022-06,2022-Q2
CUST_01971,Carl Huffman,2022-05-12,SMB,West,Basic,Active,wallssean@example.net,1487,2022-05,2022-Q2
CUST_01972,Donald Cunningham,2023-10-10,SMB,North,Basic,Churned,kingdavid@example.net,971,2023-10,2023-Q4
CUST_01973,Steven Carter Jr.,2022-01-20,Enterprise,West,Basic,Active,carolyn61@example.net,1599,2022-01,2022-Q1
CUST_01974,Ryan Gonzalez,2023-11-19,Mid-Market,West,Enterprise,Active,ywright@example.net,931,2023-11,2023-Q4
CUST_01975,Susan Barton,2021-11-12,SMB,East,Basic,Active,turnerjeffrey@example.net,1668,2021-11,2021-Q4
CUST_01976,Katherine Reeves,2023-03-01,Enterprise,International,Basic,Active,garciadonald@example.net,1194,2023-03,2023-Q1
CUST_01977,Lisa Johnson,2022-01-20,SMB,West,Pro,Churned,srichardson@example.com,1599,2022-01,2022-Q1
CUST_01978,Joseph Benson,2024-03-28,Mid-Market,International,Pro,Active,barnesarthur@example.com,801,2024-03,2024-Q1
CUST_01979,Jennifer Brown,2022-05-08,Enterprise,West,Enterprise,Churned,natalie57@example.com,1491,2022-05,2022-Q2
CUST_01980,Dana Reilly,2023-12-24,SMB,East,Basic,Active,davidmartin@example.net,896,2023-12,2023-Q4
CUST_01981,Craig Keller,2023-06-03,Mid-Market,North,Enterprise,Active,angela71@example.net,1100,2023-06,2023-Q2
CUST_01982,Jason Castro,2023-06-23,Mid-Market,South,Pro,Active,jamesevans@example.net,1080,2023-06,2023-Q2
CUST_01983,Alexandra Brown,2023-05-16,Enterprise,West,Pro,Active,rodriguezelizabeth@example.net,1118,2023-05,2023-Q2
CUST_01984,Elizabeth Cain,2024-05-29,Mid-Market,South,Basic,Active,samantha73@example.org,739,2024-05,2024-Q2
CUST_01985,Karen Lewis,2021-08-16,Mid-Market,East,Pro,Active,paulschultz@example.net,1756,2021-08,2021-Q3
CUST_01986,Andrea Estrada,2021-05-15,Enterprise,South,Basic,Active,michellejones@example.net,1849,2021-05,2021-Q2
CUST_01987,Angel Martin DDS,2023-04-09,Mid-Market,West,Enterprise,Active,xfranco@example.org,1155,2023-04,2023-Q2
CUST_01988,Jennifer Goodwin,2022-07-04,Enterprise,International,Pro,Active,harrellkimberly@example.org,1434,2022-07,2022-Q3
CUST_01989,Nicholas Brooks,2024-05-06,Mid-Market,East,Basic,Active,oobrien@example.net,762,2024-05,2024-Q2
CUST_01990,Karen Avery,2023-09-04,Enterprise,International,Basic,Active,wlucas@example.net,1007,2023-09,2023-Q3
CUST_01991,Kyle Roberts,2021-05-23,SMB,North,Pro,Churned,reynoldsanthony@example.org,1841,2021-05,2021-Q2
CUST_01992,Michele Waters,2023-08-30,Mid-Market,International,Pro,Active,woodphillip@example.com,1012,2023-08,2023-Q3
CUST_01993,Victoria Peterson,2021-12-16,Enterprise,International,Enterprise,Active,samantha78@example.com,1634,2021-12,2021-Q4
CUST_01994,Seth Barker,2024-04-09,SMB,International,Pro,Churned,taylordavis@example.com,789,2024-04,2024-Q2
CUST_01995,Kim Jensen,2021-02-05,SMB,North,Pro,Active,kingjoseph@example.com,1948,2021-02,2021-Q1
CUST_01996,Linda Perez,2021-12-09,SMB,East,Enterprise,Active,rebecca93@example.com,1641,2021-12,2021-Q4
CUST_01997,Cheryl Rogers,2022-11-19,SMB,West,Basic,Active,mramirez@example.com,1296,2022-11,2022-Q4
CUST_01998,Chelsea Austin,2023-09-24,SMB,South,Enterprise,Churned,leahbarker@example.org,987,2023-09,2023-Q3
CUST_01999,Heather Daniels,2022-11-15,SMB,South,Enterprise,Active,james79@example.net,1300,2022-11,2022-Q4
CUST_02000,Nathaniel Walter,2024-05-05,SMB,International,Enterprise,Active,jamietyler@example.com,763,2024-05,2024-Q2
CUST_02001,Matthew Crawford,2021-10-30,Mid-Market,East,Pro,Active,peterlove@example.net,1681,2021-10,2021-Q4
CUST_02002,Glenn Scott,2023-10-17,SMB,North,Pro,Churned,kingtammy@example.net,964,2023-10,2023-Q4
CUST_02003,Mrs. Chelsea Villa,2022-02-27,SMB,South,Pro,Active,jgibson@example.net,1561,2022-02,2022-Q1
CUST_02004,Kayla Fisher,2022-07-15,Mid-Market,East,Enterprise,Active,brent67@example.net,1423,2022-07,2022-Q3
CUST_02005,Jeffrey Edwards,2023-12-16,SMB,South,Enterprise,Churned,herbertward@example.org,904,2023-12,2023-Q4
CUST_02006,Benjamin Rodriguez,2024-04-21,SMB,South,Basic,Active,david16@example.org,777,2024-04,2024-Q2
CUST_02007,Matthew Brown,2023-12-02,SMB,North,Basic,Active,morganclaudia@example.com,918,2023-12,2023-Q4
CUST_02008,David Robinson,2024-03-06,SMB,West,Basic,Active,sarah53@example.org,823,2024-03,2024-Q1
CUST_02009,Kevin Farmer,2023-10-19,SMB,International,Basic,Active,lindabryan@example.org,962,2023-10,2023-Q4
CUST_02010,Alicia Martin,2022-08-17,Enterprise,East,Pro,Active,lisa11@example.org,1390,2022-08,2022-Q3
CUST_02011,Connie Stevens,2022-08-27,SMB,South,Basic,Churned,patricialowery@example.com,1380,2022-08,2022-Q3
CUST_02012,David Parker,2021-04-19,Enterprise,East,Basic,Active,ogriffin@example.org,1875,2021-04,2021-Q2
CUST_02013,Jennifer Wallace,2021-04-13,Enterprise,West,Basic,Active,jocelyncruz@example.net,1881,2021-04,2021-Q2
CUST_02014,Allison Hubbard,2024-02-23,Mid-Market,International,Basic,Churned,nicolehenry@example.net,835,2024-02,2024-Q1
CUST_02015,Alex Romero,2022-02-07,Enterprise,International,Basic,Active,mmassey@example.org,1581,2022-02,2022-Q1
CUST_02016,Michael Burke,2022-12-28,SMB,North,Basic,Churned,zjackson@example.org,1257,2022-12,2022-Q4
CUST_02017,Harry Hill,2021-07-20,SMB,South,Basic,Active,rachel69@example.com,1783,2021-07,2021-Q3
CUST_02018,Melissa Elliott,2023-06-12,SMB,North,Pro,Active,chavezlauren@example.com,1091,2023-06,2023-Q2
CUST_02019,Heather Smith,2022-02-13,Mid-Market,West,Pro,Active,bramsey@example.org,1575,2022-02,2022-Q1
CUST_02020,Gregory Adams,2022-09-01,Mid-Market,South,Basic,Active,timothy23@example.net,1375,2022-09,2022-Q3
CUST_02021,Linda Patrick,2023-06-14,SMB,South,Pro,Churned,wernermichael@example.org,1089,2023-06,2023-Q2
CUST_02022,Thomas Davis,2023-01-03,SMB,East,Pro,Active,wrightalicia@example.com,1251,2023-01,2023-Q1
CUST_02023,Edward Garrison,2021-02-26,Mid-Market,South,Pro,Active,monica23@example.com,1927,2021-02,2021-Q1
CUST_02024,Joseph Hall,2021-10-15,Enterprise,North,Enterprise,Active,oliverashley@example.net,1696,2021-10,2021-Q4
CUST_02025,Joshua Mcmahon,2021-09-18,Mid-Market,East,Basic,Active,joelmorton@example.org,1723,2021-09,2021-Q3
CUST_02026,Angela Mejia,2023-03-16,SMB,North,Enterprise,Churned,lisa28@example.org,1179,2023-03,2023-Q1
CUST_02027,Kristen Wood,2023-11-27,SMB,West,Pro,Active,ericfrederick@example.org,923,2023-11,2023-Q4
CUST_02028,Erika Jackson,2021-08-08,Enterprise,West,Basic,Active,william08@example.net,1764,2021-08,2021-Q3
CUST_02029,Jennifer Jackson,2022-11-10,Enterprise,East,Basic,Active,imoore@example.org,1305,2022-11,2022-Q4
CUST_02030,Sandra Berry,2021-04-19,Enterprise,East,Pro,Active,steven72@example.net,1875,2021-04,2021-Q2
CUST_02031,David Bowman,2021-10-07,SMB,International,Pro,Churned,jonesnicholas@example.org,1704,2021-10,2021-Q4
