customer_id,name,signup_date,segment,region,plan_type,status,email,tenure_days,signup_month,signup_cohort,total_revenue,total_invoices,latest_invoice_date,total_tickets,avg_satisfaction_score,total_usage_count,distinct_features_used,last_product_access_date,days_since_last_access,churn_date,churn_reason,churn_risk_score
CUST_00259,Ronald Patel,2023-02-27,SMB,East,Basic,Active,thomas05@example.com,1196,2023-02,2023-Q1,1567.48,17,2024-06-01,2.0,4.0,30.0,3.0,2023-11-02,948.0,,,30.0
CUST_00260,Veronica Silva,2023-07-11,SMB,International,Enterprise,Active,carlsonjoseph@example.net,1062,2023-07,2023-Q3,11839.03,12,2024-06-01,2.0,4.0,171.0,3.0,2024-03-12,817.0,,,20.0
CUST_00261,Paula Lane,2023-10-24,SMB,East,Basic,Churned,silvageorge@example.net,957,2023-10,2023-Q4,916.12,9,2024-06-01,0.0,,76.0,4.0,2024-02-12,846.0,2024-06-08,Competitor,
CUST_00262,Patricia James,2022-12-05,Enterprise,International,Basic,Active,anthonyvaughan@example.org,1280,2022-12,2022-Q4,1859.2,19,2024-06-01,2.0,3.0,52.0,3.0,2024-05-29,739.0,,,30.0
CUST_00263,Jeremy Barnes,2023-06-16,Enterprise,North,Pro,Active,avaughn@example.net,1087,2023-06,2023-Q2,3626.35,13,2024-06-01,2.0,4.0,51.0,3.0,2024-02-12,846.0,,,20.0
CUST_00264,Tami Salas,2022-08-03,SMB,South,Pro,Active,thorntonapril@example.net,1404,2022-08,2022-Q3,6422.81,23,2024-06-01,5.0,3.4,0.0,0.0,,,,,40.0
CUST_00265,Matthew Fox,2022-11-17,SMB,North,Pro,Churned,sue78@example.com,1298,2022-11,2022-Q4,5846.0,20,2024-06-01,0.0,,20.0,1.0,2023-09-08,1003.0,2024-06-12,Support Issues,
CUST_00266,Megan Dillon,2024-05-19,Enterprise,South,Pro,Active,chelsea33@example.com,749,2024-05,2024-Q2,510.0,2,2024-06-01,1.0,3.0,91.0,3.0,2024-03-23,806.0,,,20.0
CUST_00267,Courtney Dudley,2022-12-18,Mid-Market,North,Pro,Active,kellie37@example.com,1267,2022-12,2022-Q4,5292.12,19,2024-06-01,3.0,3.6666666666666665,117.0,5.0,2023-12-22,898.0,,,20.0
CUST_00268,Justin Michael,2021-06-23,SMB,North,Pro,Active,keith98@example.com,1810,2021-06,2021-Q2,10759.29,37,2024-06-01,6.0,3.5,59.0,2.0,2024-03-23,806.0,,,35.0
CUST_00269,Jennifer Reed,2023-12-15,Mid-Market,West,Enterprise,Churned,kellyroberts@example.net,905,2023-12,2023-Q4,6801.280000000001,7,2024-06-01,0.0,,381.0,5.0,2024-04-13,785.0,2024-06-23,Business Closure,
CUST_00270,Thomas Douglas,2022-09-25,SMB,North,Pro,Churned,ilewis@example.com,1351,2022-09,2022-Q3,6288.7699999999995,22,2024-06-01,3.0,4.0,42.0,2.0,2023-07-31,1042.0,2024-06-06,Price,
CUST_00271,Melissa Taylor,2022-04-09,Mid-Market,East,Enterprise,Active,johnsantiago@example.net,1520,2022-04,2022-Q2,25920.62,27,2024-06-01,5.0,3.6,179.0,4.0,2024-05-06,762.0,,,20.0
CUST_00272,David Garcia,2023-11-06,Mid-Market,West,Basic,Active,jennifer12@example.org,944,2023-11,2023-Q4,798.3,8,2024-06-01,5.0,3.8,53.0,5.0,2023-12-12,908.0,,,30.0
CUST_00273,Vanessa Moore,2022-11-21,SMB,North,Enterprise,Active,mwoods@example.com,1294,2022-11,2022-Q4,19506.82,20,2024-06-01,1.0,3.0,309.0,3.0,2024-03-01,828.0,,,20.0
CUST_00274,Matthew Velez,2022-01-06,SMB,North,Pro,Active,pearsonjesse@example.net,1613,2022-01,2022-Q1,8493.32,30,2024-06-01,2.0,4.0,108.0,3.0,2024-03-30,799.0,,,20.0
CUST_00275,Taylor Gentry,2023-06-16,SMB,North,Enterprise,Churned,robertmonroe@example.org,1087,2023-06,2023-Q2,11888.73,13,2024-06-01,0.0,,214.0,3.0,2024-03-25,804.0,2024-06-24,Price,
CUST_00276,Jennifer Simpson DVM,2022-08-07,Mid-Market,International,Pro,Active,nancy04@example.net,1400,2022-08,2022-Q3,7222.4400000000005,23,2024-06-01,2.0,3.5,77.0,4.0,2024-05-10,758.0,,,20.0
CUST_00277,Tanya Rogers,2023-08-19,SMB,North,Basic,Active,ihays@example.net,1023,2023-08,2023-Q3,1112.16,11,2024-06-01,0.0,,51.0,3.0,2024-04-23,775.0,,,30.0
CUST_00278,Todd Rosales MD,2023-06-22,Mid-Market,East,Pro,Active,lisarivera@example.net,1081,2023-06,2023-Q2,3664.58,13,2024-06-01,4.0,3.3333333333333335,0.0,0.0,,,,,40.0
CUST_00279,David Lopez,2021-11-28,Mid-Market,East,Basic,Active,krystal93@example.org,1652,2021-11,2021-Q4,3117.56,32,2024-06-01,2.0,4.0,47.0,3.0,2024-03-06,823.0,,,30.0
CUST_00280,Margaret Sullivan,2023-09-12,SMB,South,Basic,Active,frobertson@example.com,999,2023-09,2023-Q3,950.52,10,2024-06-01,1.0,4.0,18.0,2.0,2024-05-12,756.0,,,30.0
CUST_00281,Cathy Taylor,2021-09-13,SMB,West,Basic,Churned,shari04@example.com,1728,2021-09,2021-Q3,3223.28,34,2024-06-01,0.0,,44.0,3.0,2024-05-14,754.0,2024-06-28,Product Gap,
CUST_00282,Paul Finley,2021-10-29,SMB,International,Basic,Active,brandi90@example.com,1682,2021-10,2021-Q4,3244.4,33,2024-06-01,1.0,4.0,84.0,4.0,2024-05-20,748.0,,,30.0
CUST_00283,Melissa Brown,2022-12-17,Enterprise,West,Enterprise,Active,marshallerik@example.net,1268,2022-12,2022-Q4,18547.33,19,2024-06-01,4.0,3.5,180.0,4.0,2024-03-16,813.0,,,20.0
CUST_00284,Stephanie Padilla,2023-03-02,Mid-Market,South,Basic,Active,hannah45@example.net,1193,2023-03,2023-Q1,1496.86,16,2024-06-01,2.0,3.0,23.0,2.0,2023-12-04,916.0,,,30.0
CUST_00285,Tyler Mendoza,2022-11-18,Mid-Market,International,Basic,Active,madkins@example.com,1297,2022-11,2022-Q4,1864.07,20,2024-06-01,2.0,4.0,41.0,4.0,2024-05-26,742.0,,,30.0
CUST_00286,Joshua Ruiz,2021-10-12,Enterprise,West,Basic,Active,kathleenbecker@example.net,1699,2021-10,2021-Q4,3112.83,33,2024-06-01,2.0,3.0,49.0,2.0,2024-02-06,852.0,,,30.0
CUST_00287,Angela Griffin,2021-02-08,SMB,International,Pro,Churned,christian91@example.org,1945,2021-02,2021-Q1,12252.73,41,2024-06-01,1.0,3.0,104.0,3.0,2024-01-02,887.0,2024-06-15,Support Issues,
CUST_00288,Stephanie Harris,2023-12-17,SMB,West,Pro,Active,franklinbond@example.com,903,2023-12,2023-Q4,2165.1,7,2024-06-01,2.0,3.5,140.0,5.0,2024-04-24,774.0,,,20.0
CUST_00289,Daniel Aguilar,2022-05-04,SMB,North,Basic,Active,nolansean@example.org,1495,2022-05,2022-Q2,2415.36,26,2024-06-01,1.0,3.0,47.0,4.0,2023-12-01,919.0,,,30.0
CUST_00290,Jose Bryant,2023-10-21,SMB,North,Pro,Active,hansenemily@example.com,960,2023-10,2023-Q4,2459.1,9,2024-06-01,1.0,3.0,159.0,4.0,2024-05-01,767.0,,,20.0
CUST_00291,Jennifer Velasquez,2021-10-22,Enterprise,North,Pro,Active,bethwilliams@example.com,1689,2021-10,2021-Q4,9726.01,33,2024-06-01,1.0,4.0,135.0,3.0,2024-02-01,857.0,,,20.0
CUST_00292,Kimberly Brown,2022-01-19,Enterprise,East,Basic,Active,andersenthomas@example.com,1600,2022-01,2022-Q1,2799.55,30,2024-06-01,5.0,3.6,27.0,1.0,2024-01-25,864.0,,,30.0
CUST_00293,Randy Cannon,2023-12-14,Enterprise,North,Enterprise,Active,ybrooks@example.com,906,2023-12,2023-Q4,6333.43,7,2024-06-01,3.0,3.0,176.0,3.0,2024-04-21,777.0,,,20.0
CUST_00294,Susan Bennett,2023-08-21,SMB,North,Pro,Churned,desireebailey@example.org,1021,2023-08,2023-Q3,3298.54,11,2024-06-01,0.0,,134.0,5.0,2024-05-18,750.0,2024-06-07,Competitor,
CUST_00295,Jenna Anderson DVM,2023-01-02,Mid-Market,West,Basic,Active,avilatiffany@example.com,1252,2023-01,2023-Q1,1579.15,18,2024-06-01,3.0,4.0,71.0,3.0,2024-03-09,820.0,,,30.0
CUST_00296,Kimberly Patel,2024-04-06,Mid-Market,East,Pro,Active,johnreed@example.com,792,2024-04,2024-Q2,798.53,3,2024-06-01,4.0,4.0,121.0,5.0,2024-03-28,801.0,,,20.0
CUST_00297,Shaun Cannon,2021-12-25,Mid-Market,East,Basic,Active,pachecorobert@example.org,1625,2021-12,2021-Q4,2959.51,31,2024-06-01,2.0,4.0,26.0,3.0,2023-11-25,925.0,,,30.0
CUST_00298,Austin Wheeler,2022-01-09,SMB,East,Enterprise,Active,tharper@example.org,1610,2022-01,2022-Q1,29036.690000000002,30,2024-06-01,1.0,4.0,326.0,4.0,2024-05-11,757.0,,,20.0
CUST_00299,Andrew Gonzales,2022-08-24,Enterprise,East,Enterprise,Active,karenparsons@example.org,1383,2022-08,2022-Q3,22759.04,23,2024-06-01,5.0,3.8,234.0,3.0,2024-05-25,743.0,,,20.0
CUST_00300,Donna Cabrera,2022-09-28,SMB,South,Enterprise,Active,barbara53@example.com,1348,2022-09,2022-Q3,21024.18,22,2024-06-01,3.0,3.6666666666666665,298.0,4.0,2024-02-09,849.0,,,20.0
CUST_00301,Victoria Boyd,2022-01-27,SMB,South,Pro,Churned,dturner@example.net,1592,2022-01,2022-Q1,8545.8,30,2024-06-01,0.0,,42.0,2.0,2024-04-07,791.0,2024-06-27,Price,
CUST_00302,Sheryl Buck,2022-07-14,SMB,West,Basic,Churned,dpeters@example.com,1424,2022-07,2022-Q3,2376.52,24,2024-06-01,1.0,4.0,82.0,5.0,2024-05-23,745.0,2024-06-25,Competitor,
CUST_00303,Megan Floyd,2023-03-03,Mid-Market,West,Enterprise,Active,heather62@example.com,1192,2023-03,2023-Q1,15234.869999999999,16,2024-06-01,0.0,,118.0,2.0,2023-12-06,914.0,,,20.0
CUST_00304,Paul Wells,2023-11-30,Mid-Market,South,Pro,Active,kevinzimmerman@example.com,920,2023-11,2023-Q4,2374.63,8,2024-06-01,4.0,3.5,139.0,2.0,2024-04-04,794.0,,,20.0
CUST_00305,Kristina Faulkner,2022-01-05,Enterprise,South,Pro,Active,paulscott@example.com,1614,2022-01,2022-Q1,8954.49,30,2024-06-01,3.0,3.3333333333333335,147.0,4.0,2024-04-23,775.0,,,20.0
CUST_00306,Tammy Boone,2022-09-20,Mid-Market,West,Basic,Active,nicholsmaria@example.org,1356,2022-09,2022-Q3,2053.32,22,2024-06-01,1.0,4.0,21.0,3.0,2023-09-22,989.0,,,30.0
CUST_00307,Michael Morrison,2023-07-05,SMB,South,Basic,Churned,lopezkathleen@example.net,1068,2023-07,2023-Q3,1116.76,12,2024-06-01,0.0,,39.0,3.0,2024-01-24,865.0,2024-06-27,Price,
CUST_00308,Claire Clark,2022-07-17,SMB,International,Basic,Active,kevin03@example.org,1421,2022-07,2022-Q3,2357.95,24,2024-06-01,1.0,3.0,34.0,2.0,2024-05-09,759.0,,,30.0
CUST_00309,Autumn Key,2023-04-12,SMB,West,Basic,Active,srocha@example.net,1152,2023-04,2023-Q2,1334.48,15,2024-06-01,3.0,4.0,70.0,4.0,2024-05-31,737.0,,,30.0
CUST_00310,Jennifer Allen,2021-10-20,SMB,International,Pro,Active,kimberly67@example.net,1691,2021-10,2021-Q4,9305.57,33,2024-06-01,1.0,4.0,129.0,5.0,2024-05-09,759.0,,,20.0
CUST_00311,Elizabeth Ward,2022-04-29,SMB,North,Pro,Active,zowens@example.net,1500,2022-04,2022-Q2,7699.7,27,2024-06-01,1.0,4.0,226.0,7.0,2024-01-31,858.0,,,20.0
CUST_00312,Ryan Rocha,2024-05-24,Mid-Market,East,Basic,Churned,lawrence09@example.org,744,2024-05,2024-Q2,171.67000000000002,2,2024-06-01,0.0,,64.0,3.0,2024-05-17,751.0,2024-07-01,Price,
CUST_00313,Alexis Tran,2021-06-07,Mid-Market,South,Basic,Active,mphillips@example.com,1826,2021-06,2021-Q2,3759.18,37,2024-06-01,3.0,3.0,78.0,3.0,2024-04-14,784.0,,,30.0
CUST_00314,Kelly Sanchez,2022-05-27,SMB,East,Basic,Active,jonathan77@example.com,1472,2022-05,2022-Q2,2541.98,26,2024-06-01,1.0,3.0,28.0,3.0,2024-01-21,868.0,,,30.0
CUST_00315,Robert Jackson,2024-02-25,Enterprise,East,Basic,Active,iwhite@example.net,833,2024-02,2024-Q1,502.40999999999997,5,2024-06-01,4.0,3.5,65.0,2.0,2024-04-01,797.0,,,30.0
CUST_00316,Kelly Combs,2022-08-08,SMB,North,Pro,Active,landryelizabeth@example.org,1399,2022-08,2022-Q3,6626.57,23,2024-06-01,5.0,3.0,154.0,6.0,2024-03-23,806.0,,,20.0
CUST_00317,Ryan Hall,2021-06-01,SMB,North,Basic,Active,albertwagner@example.com,1832,2021-06,2021-Q2,3588.4900000000002,37,2024-06-01,3.0,3.3333333333333335,63.0,4.0,2024-05-07,761.0,,,30.0
CUST_00318,Mark Peck,2022-10-17,SMB,North,Pro,Active,bhopkins@example.org,1329,2022-10,2022-Q4,6232.05,21,2024-06-01,4.0,4.5,64.0,3.0,2024-05-31,737.0,,,20.0
CUST_00319,Jennifer Smith,2022-09-07,SMB,South,Pro,Active,amanda40@example.net,1369,2022-09,2022-Q3,6428.17,22,2024-06-01,2.0,4.0,69.0,2.0,2024-04-08,790.0,,,20.0
CUST_00320,Megan Drake,2023-01-11,SMB,East,Enterprise,Active,danieldavis@example.org,1243,2023-01,2023-Q1,16881.06,18,2024-06-01,3.0,3.3333333333333335,375.0,5.0,2024-05-12,756.0,,,20.0
CUST_00321,Manuel King,2023-10-09,Enterprise,North,Basic,Churned,joseph61@example.com,972,2023-10,2023-Q4,815.0,9,2024-06-01,1.0,5.0,39.0,5.0,2024-03-18,811.0,2024-06-25,Competitor,
CUST_00322,Judy Sanchez,2024-02-04,SMB,West,Basic,Churned,kevinclayton@example.org,854,2024-02,2024-Q1,461.14,5,2024-06-01,0.0,,30.0,2.0,2024-03-09,820.0,2024-06-25,Support Issues,
CUST_00323,Shannon Malone,2023-09-08,SMB,South,Basic,Active,sullivannicholas@example.com,1003,2023-09,2023-Q3,890.91,10,2024-06-01,1.0,4.0,52.0,3.0,2024-01-11,878.0,,,30.0
CUST_00324,Adam Jackson,2022-10-12,SMB,North,Enterprise,Active,pbruce@example.com,1334,2022-10,2022-Q4,21465.94,21,2024-06-01,3.0,4.0,261.0,4.0,2024-05-18,750.0,,,20.0
CUST_00325,Shannon Davis,2024-02-04,Mid-Market,South,Pro,Active,hallrachel@example.net,854,2024-02,2024-Q1,1289.35,5,2024-06-01,1.0,3.0,88.0,3.0,2024-04-30,768.0,,,20.0
CUST_00326,Karen Williams,2021-04-24,Mid-Market,South,Enterprise,Active,cohenjuan@example.net,1870,2021-04,2021-Q2,37795.31,39,2024-06-01,1.0,4.0,494.0,4.0,2024-04-25,773.0,,,20.0
CUST_00327,Amanda Mcfarland,2022-04-07,SMB,North,Basic,Active,alexis39@example.org,1522,2022-04,2022-Q2,2661.54,27,2024-06-01,0.0,,85.0,5.0,2024-04-29,769.0,,,30.0
CUST_00328,Michelle Sanders,2022-05-29,SMB,West,Enterprise,Churned,evansanne@example.net,1470,2022-05,2022-Q2,25867.35,26,2024-06-01,1.0,3.0,277.0,6.0,2023-11-24,926.0,2024-06-15,Price,
CUST_00329,Jasmine Mosley,2023-12-29,SMB,East,Basic,Churned,patrick21@example.net,891,2023-12,2023-Q4,704.69,7,2024-06-01,1.0,4.0,33.0,2.0,2024-04-15,783.0,2024-06-21,Price,
CUST_00330,Haley Davis,2021-12-17,SMB,East,Pro,Active,marypeterson@example.net,1633,2021-12,2021-Q4,8833.59,31,2024-06-01,3.0,4.333333333333333,57.0,3.0,2023-10-28,953.0,,,20.0
CUST_00331,Jennifer Ayala,2024-02-29,SMB,West,Pro,Churned,walterskristen@example.com,829,2024-02,2024-Q1,1504.03,5,2024-06-01,1.0,3.0,36.0,2.0,2023-11-01,949.0,2024-06-10,Price,
CUST_00332,Henry Pugh MD,2024-03-27,SMB,International,Basic,Churned,nmiller@example.com,802,2024-03,2024-Q1,400.34000000000003,4,2024-06-01,0.0,,51.0,4.0,2024-01-20,869.0,2024-06-12,Product Gap,
CUST_00333,Michelle Miller,2021-03-04,Mid-Market,East,Pro,Active,normanbowers@example.org,1921,2021-03,2021-Q1,11459.05,40,2024-06-01,2.0,4.0,90.0,3.0,2023-08-09,1033.0,,,20.0
CUST_00334,Emily Rodriguez,2023-09-17,SMB,International,Basic,Churned,hahnsean@example.com,994,2023-09,2023-Q3,1023.71,10,2024-06-01,2.0,3.5,118.0,7.0,2024-06-01,736.0,2024-06-14,Competitor,
CUST_00335,Brandon Jordan,2021-05-03,SMB,East,Pro,Churned,fgarcia@example.com,1861,2021-05,2021-Q2,11116.39,38,2024-06-01,1.0,3.0,89.0,4.0,2024-05-24,744.0,2024-06-03,Competitor,
CUST_00336,Linda Mueller,2021-10-22,Mid-Market,South,Pro,Active,asmith@example.com,1689,2021-10,2021-Q4,9667.55,33,2024-06-01,4.0,3.75,46.0,2.0,2023-12-30,890.0,,,20.0
CUST_00337,Misty Hansen,2023-03-28,SMB,International,Pro,Churned,ashleyjackson@example.com,1167,2023-03,2023-Q1,4555.95,16,2024-06-01,0.0,,158.0,5.0,2024-04-03,795.0,2024-06-26,Business Closure,
CUST_00338,Derrick Adams,2023-08-14,Mid-Market,South,Pro,Churned,bryanhamilton@example.com,1028,2023-08,2023-Q3,3191.5299999999997,11,2024-06-01,0.0,,134.0,4.0,2024-05-29,739.0,2024-06-05,Support Issues,
CUST_00339,Richard Ward,2023-02-26,Mid-Market,North,Basic,Active,jennifersimpson@example.net,1197,2023-02,2023-Q1,1636.42,17,2024-06-01,0.0,,29.0,2.0,2023-12-13,907.0,,,30.0
CUST_00340,Brian Torres,2022-11-02,Mid-Market,International,Enterprise,Active,ncook@example.com,1313,2022-11,2022-Q4,20004.53,20,2024-06-01,1.0,3.0,259.0,4.0,2024-05-21,747.0,,,20.0
CUST_00341,Erin Cook,2023-11-21,SMB,North,Basic,Active,kevinmorrison@example.net,929,2023-11,2023-Q4,740.09,8,2024-06-01,2.0,4.0,36.0,4.0,2024-01-25,864.0,,,30.0
CUST_00342,Ernest Oconnell,2023-03-17,SMB,North,Pro,Active,kelly79@example.org,1178,2023-03,2023-Q1,4478.6,16,2024-06-01,3.0,3.6666666666666665,120.0,4.0,2023-11-13,937.0,,,20.0
CUST_00343,Douglas Hartman,2021-04-14,SMB,South,Basic,Churned,daniel93@example.net,1880,2021-04,2021-Q2,3936.16,39,2024-06-01,0.0,,83.0,5.0,2024-04-11,787.0,2024-06-18,Product Gap,
CUST_00344,Catherine Saunders MD,2022-08-09,SMB,West,Enterprise,Active,nhahn@example.com,1398,2022-08,2022-Q3,22219.21,23,2024-06-01,2.0,3.5,121.0,2.0,2024-05-13,755.0,,,20.0
CUST_00345,Sandra Jones,2023-01-20,SMB,International,Pro,Active,ichambers@example.net,1234,2023-01,2023-Q1,5429.1,18,2024-06-01,4.0,3.25,41.0,2.0,2023-12-31,889.0,,,20.0
CUST_00346,David Moore,2022-02-03,Mid-Market,East,Pro,Active,emccormick@example.com,1585,2022-02,2022-Q1,8467.19,29,2024-06-01,0.0,,110.0,4.0,2024-05-07,761.0,,,20.0
CUST_00347,Karen Morales DDS,2024-02-01,Mid-Market,East,Basic,Active,ystephens@example.com,857,2024-02,2024-Q1,473.42,5,2024-06-01,3.0,3.6666666666666665,45.0,4.0,2023-11-02,948.0,,,30.0
CUST_00348,Robin Wheeler,2021-07-18,SMB,North,Pro,Active,rodriguezjohn@example.net,1785,2021-07,2021-Q3,10189.43,36,2024-06-01,2.0,3.0,96.0,4.0,2024-03-11,818.0,,,20.0
CUST_00349,Matthew Williams,2021-10-23,SMB,International,Basic,Churned,vrasmussen@example.com,1688,2021-10,2021-Q4,3051.93,33,2024-06-01,0.0,,54.0,3.0,2024-02-13,845.0,2024-06-16,Competitor,
CUST_00350,Brett Walker,2021-10-08,SMB,North,Pro,Active,seanmyers@example.net,1703,2021-10,2021-Q4,9164.51,33,2024-06-01,3.0,3.3333333333333335,80.0,3.0,2023-11-16,934.0,,,20.0
CUST_00351,Kathryn Cooper,2023-11-22,SMB,North,Pro,Churned,webbkenneth@example.org,928,2023-11,2023-Q4,2273.52,8,2024-06-01,2.0,2.5,107.0,4.0,2024-03-21,808.0,2024-06-29,Price,
CUST_00352,Todd Thomas,2022-09-05,SMB,South,Basic,Active,matthew38@example.com,1371,2022-09,2022-Q3,2052.31,22,2024-06-01,3.0,4.0,35.0,3.0,2023-12-08,912.0,,,30.0
CUST_00353,Brent Bowen,2024-02-27,SMB,East,Pro,Churned,tflores@example.org,831,2024-02,2024-Q1,1643.4,5,2024-06-01,0.0,,114.0,4.0,2024-05-12,756.0,2024-06-23,Price,
CUST_00354,Ashley Sweeney,2023-05-04,SMB,West,Basic,Active,byrdfrank@example.net,1130,2023-05,2023-Q2,1384.02,14,2024-06-01,1.0,4.0,31.0,2.0,2024-05-18,750.0,,,30.0
CUST_00355,Christopher Moore,2021-02-24,SMB,West,Pro,Active,omullen@example.com,1929,2021-02,2021-Q1,12431.2,41,2024-06-01,4.0,3.25,114.0,2.0,2024-04-01,797.0,,,20.0
CUST_00356,Charlotte Sandoval,2024-03-30,Mid-Market,International,Pro,Active,njohnson@example.org,799,2024-03,2024-Q1,1097.1399999999999,4,2024-06-01,1.0,,64.0,3.0,2024-01-31,858.0,,,20.0
CUST_00357,Jeffrey Smith,2023-02-18,SMB,North,Pro,Churned,jamiegoodwin@example.org,1205,2023-02,2023-Q1,5118.72,17,2024-06-01,1.0,3.0,96.0,3.0,2024-03-28,801.0,2024-06-05,Competitor,
CUST_00358,Rebecca Herrera,2021-08-14,SMB,International,Basic,Churned,mark71@example.com,1758,2021-08,2021-Q3,3448.67,35,2024-06-01,0.0,,32.0,3.0,2024-04-10,788.0,2024-06-05,Business Closure,
CUST_00359,Katherine Church,2022-02-22,Mid-Market,South,Pro,Active,candice96@example.net,1566,2022-02,2022-Q1,8531.9,29,2024-06-01,3.0,3.6666666666666665,200.0,6.0,2024-03-20,809.0,,,20.0
CUST_00360,Harold Ellis,2021-05-08,SMB,International,Enterprise,Active,lisamccarthy@example.com,1856,2021-05,2021-Q2,37618.2,38,2024-06-01,1.0,3.0,192.0,3.0,2024-05-25,743.0,,,20.0
CUST_00361,Leslie Powers,2023-09-07,SMB,International,Pro,Active,david41@example.org,1004,2023-09,2023-Q3,2851.01,10,2024-06-01,1.0,4.0,134.0,4.0,2024-02-04,854.0,,,20.0
CUST_00362,Charles Price,2022-12-03,Mid-Market,International,Basic,Active,baileyhenderson@example.com,1282,2022-12,2022-Q4,1856.44,19,2024-06-01,2.0,3.0,45.0,2.0,2023-11-03,947.0,,,30.0
CUST_00363,Melissa Brewer,2022-06-26,SMB,West,Enterprise,Active,angelaburns@example.org,1442,2022-06,2022-Q2,23516.39,25,2024-06-01,0.0,,434.0,5.0,2024-05-29,739.0,,,20.0
CUST_00364,Ryan Harvey,2022-04-06,Mid-Market,East,Basic,Active,stephanie72@example.org,1523,2022-04,2022-Q2,2686.98,27,2024-06-01,4.0,4.25,82.0,4.0,2024-05-11,757.0,,,30.0
CUST_00365,Tracey Wagner,2023-09-29,SMB,West,Enterprise,Active,fortiz@example.com,982,2023-09,2023-Q3,10182.78,10,2024-06-01,1.0,3.0,287.0,5.0,2024-03-21,808.0,,,20.0
CUST_00366,Jill Jackson,2022-07-15,Mid-Market,West,Enterprise,Active,flynnjeffrey@example.org,1423,2022-07,2022-Q3,23233.56,24,2024-06-01,3.0,3.6666666666666665,137.0,3.0,2024-03-12,817.0,,,20.0
CUST_00367,Joshua Jackson,2023-03-20,SMB,International,Pro,Active,xcunningham@example.com,1175,2023-03,2023-Q1,4278.84,16,2024-06-01,2.0,3.5,150.0,5.0,2024-05-09,759.0,,,20.0
CUST_00368,Ashley Wilson,2022-08-13,SMB,South,Enterprise,Active,amber07@example.net,1394,2022-08,2022-Q3,23433.74,23,2024-06-01,3.0,4.0,131.0,2.0,2024-02-16,842.0,,,20.0
CUST_00369,Jeffery Fitzgerald,2023-09-09,Enterprise,West,Enterprise,Active,kennethkidd@example.com,1002,2023-09,2023-Q3,9491.95,10,2024-06-01,4.0,4.0,158.0,3.0,2023-08-09,1033.0,,,20.0
CUST_00370,Scott Miller,2022-07-11,SMB,East,Basic,Churned,rowejoel@example.net,1427,2022-07,2022-Q3,2569.46,24,2024-06-01,1.0,,14.0,1.0,2023-08-21,1021.0,2024-06-11,Product Gap,
CUST_00371,Heather Page,2023-12-24,SMB,North,Pro,Churned,imartin@example.org,896,2023-12,2023-Q4,1811.75,7,2024-06-01,1.0,4.0,51.0,2.0,2023-04-03,1161.0,2024-06-06,Competitor,
CUST_00372,Renee Hudson,2023-08-26,Mid-Market,South,Basic,Churned,candice25@example.net,1016,2023-08,2023-Q3,1127.49,11,2024-06-01,0.0,,23.0,2.0,2024-05-09,759.0,2024-06-27,Competitor,
CUST_00373,Kenneth Farley,2021-11-20,SMB,East,Basic,Active,taylorkaren@example.com,1660,2021-11,2021-Q4,2991.31,32,2024-06-01,1.0,4.0,67.0,5.0,2023-11-25,925.0,,,30.0
CUST_00374,Wendy Camacho,2022-02-13,SMB,East,Enterprise,Active,jacquelineanderson@example.org,1575,2022-02,2022-Q1,28789.78,29,2024-06-01,2.0,3.5,406.0,5.0,2024-04-25,773.0,,,20.0
CUST_00375,Sandra Juarez,2021-07-03,Mid-Market,North,Basic,Active,kburns@example.net,1800,2021-07,2021-Q3,3488.58,36,2024-06-01,2.0,3.0,28.0,1.0,2024-02-14,844.0,,,30.0
CUST_00376,Jason Hayes,2021-03-18,Mid-Market,International,Pro,Active,powellkara@example.net,1907,2021-03,2021-Q1,11652.04,40,2024-06-01,1.0,4.0,119.0,3.0,2024-05-12,756.0,,,20.0
CUST_00377,Jackie Clements,2021-03-16,Mid-Market,North,Enterprise,Active,brandi17@example.net,1909,2021-03,2021-Q1,38645.65,40,2024-06-01,4.0,3.0,88.0,2.0,2024-04-22,776.0,,,20.0
CUST_00378,Heather Brown,2022-08-16,Mid-Market,International,Pro,Active,brobinson@example.org,1391,2022-08,2022-Q3,6676.89,23,2024-06-01,0.0,,166.0,4.0,2024-02-03,855.0,,,20.0
CUST_00379,Frank Campbell MD,2022-11-18,Enterprise,North,Pro,Active,ashleewashington@example.com,1297,2022-11,2022-Q4,5788.49,20,2024-06-01,5.0,3.8,99.0,3.0,2024-03-20,809.0,,,20.0
CUST_00380,Pamela Williams,2021-10-02,SMB,East,Pro,Active,ksmith@example.com,1709,2021-10,2021-Q4,9738.97,33,2024-06-01,1.0,3.0,122.0,4.0,2024-03-25,804.0,,,20.0
CUST_00381,William Patterson,2021-11-29,SMB,North,Basic,Active,nicoleturner@example.com,1651,2021-11,2021-Q4,3140.1,32,2024-06-01,2.0,3.5,69.0,4.0,2024-05-26,742.0,,,30.0
CUST_00382,Isaac Miller,2022-11-22,SMB,North,Pro,Active,brettgarrett@example.net,1293,2022-11,2022-Q4,5935.5599999999995,20,2024-06-01,1.0,4.0,70.0,2.0,2024-05-18,750.0,,,20.0
CUST_00383,Cynthia Rios,2023-04-11,SMB,North,Enterprise,Active,smiththomas@example.org,1153,2023-04,2023-Q2,13667.41,15,2024-06-01,1.0,4.0,157.0,3.0,2024-02-29,829.0,,,20.0
