customer_id,name,signup_date,segment,region,plan_type,status,email
CUST_01590,Richard Hays,2022-09-28,SMB,East,Pro,Active,noblechristina@example.org
CUST_01591,Shannon Morris,2021-01-16,SMB,South,Pro,Active,taylorlindsay@example.com
CUST_01592,Erin Mason,2022-05-21,Mid-Market,East,Enterprise,Active,allenphillip@example.com
CUST_01593,Heather Roberson,2024-03-25,SMB,East,Enterprise,Churned,alyssa93@example.org
CUST_01594,Sandra Dawson,2022-12-12,Enterprise,International,Pro,Active,fcastro@example.net
CUST_01595,Melissa Grant,2021-12-25,SMB,East,Basic,Active,lpearson@example.org
CUST_01596,Savannah Townsend,2023-02-27,Mid-Market,South,Pro,Active,jessica39@example.net
CUST_01597,Tammie Lee,2021-03-31,Mid-Market,South,Pro,Active,harold03@example.com
CUST_01598,Cory Willis,2022-08-21,SMB,East,Basic,Active,clinton54@example.net
CUST_01599,Lisa Johnson,2023-10-08,Enterprise,International,Pro,Active,darlene60@example.net
CUST_01600,Denise Brown,2021-08-04,SMB,South,Basic,Active,roysara@example.net
CUST_01601,Katherine Wells,2022-03-01,SMB,North,Pro,Active,johnsonanthony@example.net
CUST_01602,Noah Pitts,2023-08-04,SMB,West,Basic,Active,christopherflowers@example.org
CUST_01603,Mark Brown,2021-01-22,SMB,South,Enterprise,Churned,hodgejoshua@example.org
CUST_01604,Nancy Cook,2023-08-09,SMB,West,Basic,Active,rachael29@example.net
CUST_01605,Kelli Shepard,2023-06-16,Enterprise,North,Pro,Active,qbutler@example.net
CUST_01606,Corey Juarez,2021-02-06,SMB,North,Enterprise,Active,jessicamiller@example.com
CUST_01607,Lee Barker,2021-12-11,Mid-Market,West,Basic,Churned,vthompson@example.org
CUST_01608,Justin Wilson,2023-01-04,SMB,North,Pro,Churned,scarroll@example.org
CUST_01609,Julie Wilson,2023-06-25,SMB,East,Enterprise,Active,whitechristopher@example.com
CUST_01610,Tracy Wang,2021-07-30,SMB,East,Enterprise,Active,robinsonnicholas@example.org
CUST_01611,Terri Parker,2023-02-12,Mid-Market,North,Basic,Active,julierojas@example.com
CUST_01612,Michael Thompson,2021-07-07,SMB,North,Basic,Churned,annettegutierrez@example.org
CUST_01613,Curtis Krause,2021-05-10,Enterprise,West,Basic,Active,heidi41@example.com
CUST_01614,Jack Barton,2021-12-10,SMB,West,Enterprise,Active,rgallegos@example.org
CUST_01615,Ruben Cruz,2022-10-23,Enterprise,West,Pro,Active,victoriahamilton@example.net
CUST_01616,Rebecca Clark,2023-05-27,Mid-Market,East,Basic,Churned,christopher34@example.org
CUST_01617,Andre Wilson,2023-04-04,Mid-Market,North,Basic,Active,thomasmcdonald@example.com
CUST_01618,James Chapman,2022-07-25,Enterprise,North,Basic,Active,morrisdaniel@example.com
CUST_01619,Aimee Fisher,2022-09-10,Mid-Market,North,Basic,Active,matthew12@example.com
CUST_01620,John Lopez,2024-03-11,SMB,West,Enterprise,Churned,gonzaleschristina@example.net
CUST_01621,Jessica Ross,2023-03-07,SMB,International,Pro,Active,johnnybrooks@example.com
CUST_01622,Mr. Andrew Hickman,2022-10-14,SMB,South,Pro,Active,kathrynsantana@example.net
CUST_01623,Jeffery Adams,2024-04-13,SMB,North,Basic,Active,kwatkins@example.net
CUST_01624,Eric Carlson,2021-01-28,SMB,East,Pro,Churned,stephaniebradley@example.org
CUST_01625,Gary Choi,2023-05-28,SMB,South,Enterprise,Active,parkerkatie@example.com
CUST_01626,Christopher Smith,2022-08-31,SMB,South,Basic,Churned,jamesjackson@example.com
CUST_01627,David Harris,2024-05-09,Mid-Market,North,Pro,Active,ramseyeric@example.net
CUST_01628,Jacqueline Woods,2022-10-13,Mid-Market,North,Enterprise,Active,cory86@example.net
CUST_01629,John Bennett,2022-08-14,SMB,International,Pro,Active,wmccarthy@example.org
CUST_01630,Fernando Mcconnell,2022-02-26,Mid-Market,South,Pro,Active,smejia@example.net
CUST_01631,Jessica Long,2022-04-01,SMB,North,Pro,Active,reedelizabeth@example.net
CUST_01632,Stephen Thompson,2021-01-13,Mid-Market,South,Basic,Churned,mikemorgan@example.org
CUST_01633,Nicole Melendez,2021-10-17,SMB,North,Enterprise,Active,devinlopez@example.org
CUST_01634,Brandon Cruz,2022-02-23,Enterprise,East,Basic,Active,ronaldmitchell@example.com
CUST_01635,Karen Green,2022-02-09,Enterprise,South,Pro,Active,zwhite@example.net
CUST_01636,Ashley Drake,2023-07-08,Mid-Market,South,Basic,Active,gina16@example.org
CUST_01637,Carl Hunter,2023-01-07,Mid-Market,East,Enterprise,Active,psmith@example.net
CUST_01638,Raymond Turner,2023-06-07,Mid-Market,East,Pro,Active,judy19@example.com
CUST_01639,Priscilla Joseph,2023-02-21,SMB,North,Enterprise,Active,daniel26@example.net
CUST_01640,Sheila Miller,2024-01-06,Enterprise,South,Enterprise,Active,rogerssarah@example.net
CUST_01641,Jose Mendez,2023-07-18,SMB,East,Basic,Churned,dgraham@example.com
CUST_01642,Sean Stevens,2023-08-20,SMB,South,Pro,Churned,smallgina@example.com
CUST_01643,Michael Wang,2023-02-06,SMB,International,Basic,Active,danielsguy@example.com
CUST_01644,Jeremy Evans,2023-02-04,SMB,International,Enterprise,Active,larsonmichael@example.org
CUST_01645,Jennifer Thompson,2021-03-21,Mid-Market,North,Enterprise,Active,martinezduane@example.com
CUST_01646,Donald Bonilla,2023-06-13,Enterprise,North,Enterprise,Active,samanthaberger@example.net
CUST_01647,Laura Williams,2023-09-28,SMB,South,Enterprise,Active,nathan29@example.net
CUST_01648,Sonia Reyes,2023-05-19,Mid-Market,South,Basic,Active,morgandana@example.com
CUST_01649,Alex Clements,2021-02-27,Mid-Market,West,Basic,Active,jennifer16@example.org
CUST_01650,Laura Cooley,2021-10-29,SMB,East,Basic,Churned,heatherwilliams@example.net
CUST_01651,Philip Kim,2021-01-26,SMB,West,Enterprise,Churned,joshuapowers@example.net
CUST_01652,Christopher Mitchell,2024-04-15,Enterprise,South,Pro,Active,russellandrew@example.com
CUST_01653,Denise Ford,2021-12-06,Enterprise,International,Enterprise,Active,colton30@example.net
CUST_01654,Arthur Roberts,2023-02-23,Mid-Market,International,Basic,Active,omatthews@example.net
CUST_01655,James Spears,2021-07-02,SMB,International,Enterprise,Churned,cooperluis@example.com
CUST_01656,Scott Porter,2022-07-05,SMB,West,Enterprise,Active,emilyscott@example.org
CUST_01657,Laura Miller,2021-12-11,SMB,South,Basic,Active,whoffman@example.org
CUST_01658,William Wood,2023-12-12,Enterprise,West,Basic,Active,karen77@example.org
CUST_01659,Kevin Weber,2022-01-17,Mid-Market,North,Pro,Active,wperry@example.org
CUST_01660,Diane Manning,2023-07-12,Mid-Market,International,Basic,Active,nicholasmedina@example.com
CUST_01661,Sarah Davis,2022-01-28,Mid-Market,West,Basic,Active,jasonrodriguez@example.com
CUST_01662,Christopher Waters,2021-08-12,SMB,East,Pro,Active,wpierce@example.org
CUST_01663,Kyle Flores,2022-07-21,Mid-Market,South,Basic,Churned,crystal58@example.net
CUST_01664,Courtney Powell,2021-07-26,Enterprise,East,Basic,Churned,cmitchell@example.org
CUST_01665,Cassandra Roberts,2021-03-27,Mid-Market,West,Enterprise,Churned,kathryn21@example.com
CUST_01666,Jennifer Barnes,2022-06-29,SMB,East,Basic,Active,danamontgomery@example.org
CUST_01667,Kathy Miller,2023-01-30,SMB,South,Basic,Active,udougherty@example.net
CUST_01668,Keith Kennedy,2023-01-10,Mid-Market,North,Basic,Active,craneandrew@example.net
CUST_01669,Martha Arnold,2022-11-08,Mid-Market,South,Basic,Active,melissamartin@example.com
CUST_01670,Cynthia Kennedy,2021-10-12,Enterprise,South,Enterprise,Churned,marcuscarter@example.org
CUST_01671,Joel Sanchez,2022-05-25,Enterprise,International,Pro,Active,yfritz@example.org
CUST_01672,Kathryn Rodriguez,2023-04-27,SMB,East,Pro,Active,monica23@example.com
CUST_01673,Andrea Goodman,2022-10-22,Enterprise,International,Pro,Churned,ecamacho@example.com
CUST_01674,Jason Green,2022-10-29,Mid-Market,West,Basic,Active,baldwincatherine@example.net
CUST_01675,Jessica Carey,2021-06-16,Mid-Market,West,Pro,Active,carterraymond@example.net
CUST_01676,Heidi Moran,2021-07-25,SMB,East,Enterprise,Active,hpatterson@example.org
CUST_01677,Dennis Bryan,2023-12-02,Mid-Market,North,Basic,Active,bowenmichael@example.net
CUST_01678,Thomas Pope,2023-10-17,SMB,North,Pro,Active,josephrivera@example.net
CUST_01679,Steven Vasquez,2023-08-15,Mid-Market,East,Pro,Churned,katherinepeterson@example.net
CUST_01680,Richard Lyons,2022-05-09,Mid-Market,West,Basic,Active,brooke22@example.net
CUST_01681,Daniel Wood,2021-08-05,Mid-Market,West,Enterprise,Active,jennifer42@example.net
CUST_01682,Karen Gonzales,2023-02-25,SMB,International,Basic,Active,eric22@example.net
CUST_01683,James Walsh,2021-09-10,Mid-Market,East,Basic,Active,rosalesbrandy@example.org
CUST_01684,Deanna Griffith,2022-11-13,SMB,East,Pro,Active,kwoods@example.com
CUST_01685,Laurie Mason,2022-12-04,SMB,East,Enterprise,Active,nicholas72@example.net
CUST_01686,Mr. James Barnett,2024-02-25,SMB,South,Pro,Active,petersonkyle@example.org
CUST_01687,Lee Daniel,2022-08-19,Mid-Market,South,Basic,Churned,santosmichael@example.com
CUST_01688,Margaret Smith,2021-08-26,Enterprise,International,Pro,Active,judithcox@example.org
CUST_01689,Brett Rivera,2021-01-04,Enterprise,South,Basic,Active,nelsonsuzanne@example.net
CUST_01690,Angela Yates,2023-05-18,SMB,South,Basic,Active,pknight@example.org
CUST_01691,Patrick Norris,2023-12-01,Mid-Market,West,Pro,Active,jeremylove@example.org
CUST_01692,Lee Arnold,2023-08-02,SMB,North,Basic,Active,pauljessica@example.org
CUST_01693,Brandi Turner,2023-07-23,SMB,North,Basic,Churned,jeremywillis@example.net
CUST_01694,Brett Keith,2021-03-12,Mid-Market,West,Pro,Active,florescynthia@example.org
CUST_01695,Jeremy Alvarez,2024-03-21,Mid-Market,North,Enterprise,Active,danielsjason@example.com
CUST_01696,Adam Jordan,2023-02-11,SMB,West,Pro,Churned,cortezscott@example.net
CUST_01697,Robert Mendez,2022-04-06,SMB,West,Basic,Active,qgay@example.com
CUST_01698,Katherine Thompson,2023-09-26,Enterprise,North,Enterprise,Active,ppalmer@example.com
CUST_01699,Joseph Peterson,2021-11-23,Mid-Market,International,Enterprise,Active,connie12@example.com
CUST_01700,Steven Hicks,2022-12-15,SMB,West,Basic,Active,emartin@example.com
CUST_01701,Anna Atkins,2022-02-04,Mid-Market,South,Pro,Active,dana82@example.org
CUST_01702,Pamela Lewis,2024-04-03,SMB,South,Basic,Active,luke87@example.org
CUST_01703,Tanya Clark,2021-12-02,Enterprise,South,Enterprise,Active,mariolee@example.com
CUST_01704,Sarah Bishop,2022-03-06,Mid-Market,International,Pro,Active,markblack@example.com
CUST_01705,Rachel Chan,2024-03-24,SMB,North,Pro,Churned,jeremy47@example.com
CUST_01706,Eric Acosta,2023-05-25,SMB,South,Enterprise,Active,shannon69@example.com
CUST_01707,Abigail Case,2023-08-29,Mid-Market,South,Basic,Churned,schmittmichael@example.org
CUST_01708,Pamela Smith,2024-04-30,Enterprise,West,Enterprise,Active,jasonmoran@example.com
CUST_01709,Allison Simmons,2021-09-01,Enterprise,North,Pro,Active,jnguyen@example.net
CUST_01710,Daniel Shaw,2023-02-08,SMB,International,Pro,Active,daniel32@example.com
CUST_01711,Teresa Watkins,2023-08-08,SMB,North,Pro,Active,harringtonpeter@example.net
CUST_01712,Mr. Lawrence Brooks,2023-01-23,SMB,West,Basic,Churned,brownmatthew@example.net
CUST_01713,Thomas Rodriguez,2023-11-10,Enterprise,East,Basic,Active,nicolejones@example.net
CUST_01714,Christian Hernandez,2021-07-13,SMB,East,Enterprise,Active,audrey81@example.com
CUST_01715,Kenneth Farmer,2023-06-08,Mid-Market,East,Pro,Active,angela40@example.org
CUST_01716,Andrea Hartman,2024-01-06,Enterprise,West,Basic,Active,susan57@example.net
CUST_01717,Cathy Mcdonald,2024-01-04,SMB,East,Basic,Active,mcox@example.net
CUST_01718,Deanna Munoz,2024-01-09,SMB,West,Basic,Active,taylordawn@example.com
CUST_01719,John Williams,2021-08-29,SMB,West,Basic,Churned,durhamwilliam@example.org
CUST_01720,Whitney Moyer,2022-10-06,SMB,East,Basic,Churned,kristy74@example.net
CUST_01721,Austin Jones,2024-02-26,Enterprise,North,Basic,Active,mccannkimberly@example.net
CUST_01722,Jose York,2022-09-04,SMB,North,Basic,Active,mbishop@example.org
CUST_01723,Jessica Hill,2021-01-01,SMB,International,Pro,Churned,vpreston@example.org
CUST_01724,Angel Holland,2022-08-24,Enterprise,International,Enterprise,Active,shawn60@example.com
CUST_01725,Abigail Clayton,2023-12-07,Mid-Market,West,Pro,Active,smithmarcus@example.org
CUST_01726,Daniel Craig,2021-07-22,SMB,East,Pro,Active,amanda39@example.com
CUST_01727,Michelle Ray,2022-03-17,Enterprise,North,Basic,Active,kendraharris@example.org
CUST_01728,Joseph Blackburn,2021-09-21,SMB,South,Basic,Active,chanamber@example.org
CUST_01729,Ethan Hall,2021-12-01,Mid-Market,South,Pro,Active,jamesmartin@example.com
CUST_01730,Thomas Barton,2021-10-21,Enterprise,South,Basic,Active,taylorrachel@example.com
CUST_01731,Travis Johnson,2022-01-30,Enterprise,International,Pro,Active,omargriffin@example.com
CUST_01732,Ray Lawrence,2021-12-02,SMB,East,Pro,Active,davisgregory@example.net
CUST_01733,Barbara Sherman,2021-02-23,Mid-Market,South,Enterprise,Active,shepardjoy@example.com
CUST_01734,Emily Lee,2024-01-29,Mid-Market,East,Basic,Active,marshmichael@example.com
CUST_01735,Theresa Smith,2022-07-14,Mid-Market,International,Basic,Churned,zlara@example.org
CUST_01736,Tracy Copeland,2022-04-01,SMB,North,Basic,Active,pbautista@example.com
CUST_01737,Michael Santos,2022-09-20,Enterprise,North,Enterprise,Active,bliu@example.com
CUST_01738,Stephanie Williams,2024-03-17,SMB,South,Basic,Active,gregorysmith@example.net
CUST_01739,Michael Farmer,2021-12-16,SMB,International,Pro,Active,carlsonjason@example.net
CUST_01740,Jacqueline Perry,2023-12-25,SMB,West,Basic,Active,robertthompson@example.net
CUST_01741,Natalie Patrick,2022-06-15,SMB,East,Pro,Churned,michaelbuckley@example.org
CUST_01742,Damon Powell,2023-02-15,SMB,North,Basic,Active,regina49@example.com
CUST_01743,Alexander Johnson,2023-01-29,Mid-Market,East,Enterprise,Active,jjohnson@example.com
CUST_01744,James George,2022-01-10,Mid-Market,West,Pro,Active,ericsmith@example.org
CUST_01745,William Rodriguez,2023-05-27,Mid-Market,South,Pro,Active,amarshall@example.net
CUST_01746,Scott Pacheco,2021-06-28,SMB,North,Enterprise,Active,collinsterrance@example.com
CUST_01747,Matthew Diaz,2021-06-12,Mid-Market,North,Basic,Churned,woodskaitlyn@example.net
CUST_01748,Daniel Anderson,2021-06-23,Mid-Market,East,Basic,Active,jeremiahmiller@example.org
CUST_01749,Diane Gilbert,2023-05-19,SMB,International,Pro,Active,jeremylopez@example.net
CUST_01750,Michael Murray,2023-12-27,SMB,East,Basic,Active,kathleen25@example.com
CUST_01751,Charles Doyle,2021-01-15,Mid-Market,International,Pro,Active,adkinslauren@example.net
CUST_01752,Craig White,2023-12-18,SMB,North,Pro,Active,cynthiaconley@example.org
CUST_01753,Frank Armstrong,2023-12-09,Enterprise,North,Pro,Active,mmathews@example.net
CUST_01754,Tricia Sullivan,2022-12-25,Mid-Market,North,Basic,Active,shawnbaker@example.com
CUST_01755,Douglas Mack,2021-08-20,Mid-Market,South,Basic,Active,matthew24@example.com
CUST_01756,Katherine Dunn,2021-08-30,SMB,International,Enterprise,Churned,barnettmatthew@example.net
CUST_01757,Richard Simmons,2024-03-10,SMB,North,Basic,Active,oconnelldavid@example.org
CUST_01758,Sandra Martinez,2023-11-22,SMB,International,Enterprise,Active,david54@example.com
CUST_01759,William Miller,2023-09-27,Enterprise,East,Pro,Churned,raymondpugh@example.net
CUST_01760,Ryan Walker,2021-08-08,Enterprise,South,Pro,Churned,gonzalezjulie@example.net
CUST_01761,Brittany Heath,2021-07-27,SMB,South,Basic,Active,mcbridemichael@example.org
CUST_01762,Yolanda Jackson,2023-04-22,Mid-Market,International,Pro,Churned,craigmartin@example.net
CUST_01763,Courtney Arias,2022-04-09,SMB,West,Basic,Active,amberfriedman@example.com
CUST_01764,Diana Haley,2024-01-04,Mid-Market,International,Basic,Active,hphillips@example.com
CUST_01765,Julie Taylor,2021-11-28,Enterprise,West,Pro,Active,aaron48@example.net
CUST_01766,Thomas Austin,2022-02-11,SMB,International,Basic,Churned,brownrobert@example.org
CUST_01767,Mr. William Bray,2022-11-10,Mid-Market,South,Basic,Active,petermoore@example.com
CUST_01768,Corey Flowers,2022-06-29,Mid-Market,East,Basic,Churned,perezstacy@example.org
CUST_01769,Becky Singh,2021-09-18,SMB,West,Pro,Active,jamiethomas@example.com
CUST_01770,Alexandra Wilson,2023-03-08,SMB,East,Enterprise,Churned,alexandria97@example.org
CUST_01771,Elizabeth Martinez,2022-12-06,SMB,North,Enterprise,Active,whernandez@example.net
CUST_01772,Dillon Travis,2022-12-02,SMB,West,Basic,Active,qmassey@example.org
CUST_01773,Jessica Jackson,2022-08-01,SMB,East,Basic,Active,oblake@example.net
CUST_01774,Zachary Morrison,2023-11-14,SMB,North,Basic,Churned,john76@example.com
CUST_01775,Brian Carrillo,2022-05-22,Mid-Market,South,Basic,Active,rebecca85@example.com
CUST_01776,Danielle Kelly,2021-07-31,Mid-Market,West,Pro,Active,garcialinda@example.org
CUST_01777,Connie Hamilton,2024-04-25,SMB,International,Basic,Active,dalton78@example.net
CUST_01778,Jamie Stone,2022-07-15,Enterprise,South,Basic,Active,gwilliams@example.net
CUST_01779,Maria Garcia,2021-07-06,SMB,East,Pro,Active,wilsonkathryn@example.com
CUST_01780,Michelle Munoz,2022-04-19,Mid-Market,West,Pro,Active,chiggins@example.com
CUST_01781,Jessica Murray,2021-04-16,Mid-Market,South,Basic,Active,bentleylisa@example.net
CUST_01782,Jessica Odonnell,2023-05-07,Mid-Market,South,Basic,Active,ashleyjohnson@example.com
CUST_01783,Thomas Pham,2022-10-21,SMB,North,Basic,Churned,qatkinson@example.com
CUST_01784,Hailey Beltran,2022-01-14,SMB,North,Enterprise,Churned,joshuabowers@example.com
CUST_01785,William Baker,2021-01-28,SMB,North,Basic,Active,jasontownsend@example.net
CUST_01786,Natalie Mullins,2023-01-11,SMB,South,Basic,Active,megangates@example.com
CUST_01787,Joshua Trujillo,2022-07-20,SMB,North,Pro,Churned,leslietorres@example.net
CUST_01788,Jared Howell,2024-05-17,Mid-Market,North,Enterprise,Churned,katherineharris@example.net
CUST_01789,Mr. Jeffrey Ward,2022-01-26,SMB,West,Enterprise,Churned,susanmorris@example.org
CUST_01790,Eric Hunter,2022-12-04,Mid-Market,International,Basic,Active,katherine82@example.com
CUST_01791,Angela Davis,2021-11-11,SMB,East,Enterprise,Churned,jphelps@example.net
CUST_01792,Hector Anderson,2024-02-22,Mid-Market,South,Pro,Active,vgarcia@example.com
CUST_01793,Tricia Nguyen,2023-06-13,SMB,West,Pro,Churned,scottwilliams@example.net
CUST_01794,Willie Johnson,2021-02-14,Mid-Market,East,Enterprise,Churned,marthalucero@example.org
CUST_01795,Jessica Cain,2024-03-05,Mid-Market,South,Enterprise,Churned,alexandersanchez@example.org
CUST_01796,Karen Gonzales,2023-10-11,SMB,West,Basic,Active,robertabbott@example.net
CUST_01797,Kenneth Barrera,2023-11-10,SMB,North,Enterprise,Active,tfrancis@example.com
CUST_01798,Deborah Wood,2022-01-12,SMB,South,Pro,Churned,lukekelly@example.net
CUST_01799,Scott Andersen,2023-11-17,SMB,North,Pro,Active,laurariley@example.org
CUST_01800,Dr. Katie Alvarez,2022-03-28,SMB,South,Pro,Churned,daniel93@example.net
CUST_01801,Michael Bray,2023-12-29,Mid-Market,North,Basic,Active,stevenandrews@example.org
CUST_01802,Jeffrey Garza,2021-09-30,Enterprise,International,Basic,Active,bentongeorge@example.net
CUST_01803,Matthew Huang,2022-03-07,SMB,North,Pro,Active,jdillon@example.org
CUST_01804,Ana Higgins,2023-01-26,Enterprise,East,Basic,Active,stacey09@example.com
CUST_01805,Phillip Anderson,2021-10-01,SMB,South,Enterprise,Active,clewis@example.com
CUST_01806,Megan Rivera,2021-01-22,SMB,North,Basic,Active,ithomas@example.net
CUST_01807,Shari Arellano,2021-02-02,Mid-Market,North,Enterprise,Active,josephmichael@example.org
CUST_01808,Andrea Brown,2021-08-06,SMB,West,Enterprise,Active,ucross@example.org
CUST_01809,Kyle Blake,2024-05-22,SMB,South,Enterprise,Active,maryjohnson@example.com
CUST_01810,Evelyn Davis,2024-04-06,SMB,South,Basic,Active,rberry@example.com
CUST_01811,Jane Wells,2023-06-08,SMB,South,Basic,Active,isaac45@example.org
CUST_01812,Sherry Porter,2022-01-14,SMB,North,Basic,Active,jorgegonzalez@example.com
CUST_01813,Miss Gina Walton,2022-01-05,Mid-Market,International,Pro,Active,andrew90@example.net
CUST_01814,Jake Jackson,2023-03-19,Enterprise,North,Basic,Active,smithpaul@example.org
CUST_01815,Laura Brooks,2023-07-21,Mid-Market,South,Basic,Active,sosajacob@example.net
CUST_01816,Mr. William Davis DDS,2021-01-25,SMB,East,Basic,Active,carolberry@example.com
CUST_01817,Sheryl Thompson,2021-03-31,Mid-Market,West,Basic,Churned,lisawallace@example.net
CUST_01818,Joshua Rubio,2024-05-13,SMB,International,Basic,Churned,aguirrelarry@example.com
CUST_01819,Michael Lawrence,2022-11-25,SMB,North,Enterprise,Active,racheljimenez@example.net
CUST_01820,Louis Rogers,2023-06-29,Enterprise,West,Basic,Active,jmcfarland@example.com
CUST_01821,Terry Barnett,2024-01-19,Mid-Market,North,Pro,Active,morganmichael@example.org
CUST_01822,Katherine Bauer,2021-07-30,SMB,West,Basic,Active,howardsabrina@example.com
CUST_01823,Susan Zimmerman,2021-01-03,Enterprise,South,Enterprise,Active,abbottchristopher@example.net
CUST_01824,Joseph Andrews,2022-08-11,Enterprise,North,Pro,Active,psherman@example.org
CUST_01825,Chad Gallagher,2021-08-19,SMB,International,Basic,Active,sheryl66@example.com
CUST_01826,John Henry,2022-08-01,SMB,International,Basic,Active,anna96@example.com
CUST_01827,Dr. Dustin Sutton Jr.,2021-06-23,SMB,International,Basic,Active,lopezchristopher@example.net
CUST_01828,Laura Thompson,2024-05-13,SMB,East,Basic,Churned,jocelyn80@example.org
CUST_01829,Janice Bell,2022-08-11,Mid-Market,West,Enterprise,Active,colongabrielle@example.com
CUST_01830,Kelly Thompson,2022-06-28,Enterprise,West,Enterprise,Active,erin03@example.org
CUST_01831,Cody Walker,2021-11-01,SMB,North,Basic,Active,charles37@example.org
CUST_01832,Lisa Williams,2023-09-07,Enterprise,South,Basic,Active,sharris@example.org
CUST_01833,Abigail Allen,2021-10-24,Enterprise,West,Pro,Active,tracey63@example.com
CUST_01834,Jennifer Moore,2022-10-16,SMB,South,Basic,Active,christyscott@example.com
CUST_01835,Michelle Barrera,2022-11-14,SMB,East,Enterprise,Churned,jamie46@example.net
CUST_01836,Rodney Bennett,2024-01-31,SMB,South,Enterprise,Active,lisafreeman@example.net
CUST_01837,Michael Williams,2023-02-27,SMB,West,Pro,Churned,sanderson@example.org
CUST_01838,Brian Moore,2022-03-26,SMB,West,Pro,Active,ijones@example.com
CUST_01839,Patrick Moses,2021-02-05,Mid-Market,International,Basic,Active,smitchell@example.com
CUST_01840,Deborah Juarez,2022-12-17,SMB,North,Basic,Active,mcarson@example.org
CUST_01841,Kathleen Martinez,2023-08-01,SMB,North,Enterprise,Churned,harrisondaniel@example.org
CUST_01842,James Miller,2022-05-12,SMB,International,Enterprise,Churned,allenchristina@example.com
CUST_01843,Jessica Hammond,2021-10-21,Mid-Market,North,Pro,Active,kaylahardy@example.org
CUST_01844,Tiffany Peterson,2021-08-06,Enterprise,South,Enterprise,Active,sandra57@example.org
CUST_01845,Amy James,2021-03-03,Enterprise,International,Enterprise,Active,william32@example.net
CUST_01846,Matthew Gonzales,2023-05-03,Enterprise,North,Basic,Active,pjones@example.net
CUST_01847,Kristin Thomas,2022-09-06,Mid-Market,West,Pro,Active,brian16@example.net
CUST_01848,Lisa Jackson,2021-01-28,SMB,East,Pro,Churned,mitchell21@example.net
CUST_01849,James Hart,2021-12-22,Mid-Market,North,Enterprise,Active,hmack@example.org
CUST_01850,Amanda Gardner,2023-07-20,Enterprise,West,Enterprise,Active,banksrenee@example.net
CUST_01851,Diane Jensen,2022-04-11,SMB,East,Enterprise,Active,pkent@example.net
CUST_01852,David Baird DDS,2021-09-14,Mid-Market,East,Enterprise,Active,jcalhoun@example.com
CUST_01853,Heather Thomas,2024-02-20,Mid-Market,South,Basic,Active,sylviaprice@example.com
CUST_01854,Isabel Smith,2023-04-10,Enterprise,East,Pro,Active,douglas76@example.net
CUST_01855,Sarah Archer,2022-02-03,Mid-Market,East,Enterprise,Active,marygomez@example.com
CUST_01856,Jason Quinn,2022-11-19,Enterprise,West,Basic,Churned,dfarley@example.com
CUST_01857,Maurice Anderson,2024-05-07,Mid-Market,North,Pro,Churned,johnmarquez@example.net
CUST_01858,Shane Hopkins,2021-03-08,SMB,North,Basic,Churned,rachel86@example.com
CUST_01859,Cindy Thomas,2023-09-18,Enterprise,North,Pro,Churned,danielsshaun@example.net
CUST_01860,Curtis Morgan,2023-01-01,Mid-Market,North,Enterprise,Active,donnagiles@example.com
CUST_01861,Jeremy Benson,2023-03-12,SMB,South,Pro,Active,lbradley@example.com
CUST_01862,Miss Patricia Davidson,2023-04-15,SMB,North,Pro,Active,edwardstewart@example.org
CUST_01863,Bianca Velazquez,2021-02-18,SMB,West,Pro,Active,cheryl98@example.net
CUST_01864,Amanda Davis,2022-08-18,Mid-Market,International,Pro,Churned,milleralan@example.org
CUST_01865,Brandon Huynh,2022-04-20,SMB,East,Basic,Active,james23@example.com
CUST_01866,Heidi Blankenship,2021-11-26,SMB,West,Pro,Active,talvarez@example.org
CUST_01867,Brian Hoffman,2023-12-08,SMB,East,Enterprise,Active,frankwilson@example.net
CUST_01868,Justin Fuller,2023-01-08,Mid-Market,South,Enterprise,Active,hannah31@example.net
CUST_01869,Susan Davis,2023-03-05,SMB,West,Basic,Churned,taylorparker@example.com
CUST_01870,Randall Willis,2024-03-07,SMB,International,Pro,Active,sarah99@example.org
CUST_01871,Alejandro Vasquez,2022-09-26,SMB,North,Enterprise,Active,nicole15@example.org
CUST_01872,Marcus Byrd,2021-07-12,SMB,North,Enterprise,Active,danieldonovan@example.net
CUST_01873,Mark Carter,2024-03-26,Mid-Market,North,Basic,Active,gomeztonya@example.com
CUST_01874,Steven Butler,2022-06-13,Enterprise,West,Basic,Active,michaelking@example.net
CUST_01875,Joseph Moon,2021-10-15,SMB,South,Enterprise,Active,kflores@example.org
CUST_01876,Melody Baker,2022-08-11,SMB,South,Pro,Active,rmorgan@example.net
CUST_01877,Mary Hopkins MD,2023-01-22,SMB,North,Enterprise,Active,andersontiffany@example.net
CUST_01878,Kenneth Turner,2023-04-27,SMB,North,Basic,Active,rebeccajames@example.org
CUST_01879,Debra Brooks,2021-04-27,Mid-Market,West,Enterprise,Active,linda66@example.net
CUST_01880,Tommy Ball,2021-08-04,Mid-Market,North,Enterprise,Active,tracyadams@example.com
CUST_01881,Angela Wade,2023-03-07,Mid-Market,North,Basic,Active,michelle10@example.org
CUST_01882,Ashley Jones,2024-01-01,SMB,East,Basic,Active,calvin93@example.org
CUST_01883,Alexandra Smith,2023-03-24,SMB,West,Basic,Active,molly91@example.org
CUST_01884,Tracie Costa,2024-05-22,Mid-Market,South,Basic,Active,kristi19@example.org
