customer_id,name,signup_date,segment,region,plan_type,status,email,tenure_days,signup_month,signup_cohort,total_revenue,total_invoices,latest_invoice_date,total_tickets,avg_satisfaction_score,total_usage_count,distinct_features_used,last_product_access_date,days_since_last_access,churn_date,churn_reason,churn_risk_score,risk_tier
CUST_08514,Janet Montgomery,2022-02-17,SMB,North,Basic,Active,odavis@example.net,1571,2022-02,2022-Q1,2676.4,29,2024-06-01,6.0,4.0,103.0,5.0,2024-06-01,736.0,,,45.0,Medium
CUST_03065,Jennifer Johnson,2022-02-10,SMB,East,Basic,Active,egeorge@example.net,1578,2022-02,2022-Q1,2667.88,29,2024-06-01,6.0,3.8,47.0,3.0,2024-05-20,748.0,,,45.0,Medium
CUST_05751,John Kelley,2022-02-17,SMB,West,Basic,Active,paige44@example.net,1571,2022-02,2022-Q1,2660.34,29,2024-06-01,6.0,3.333333333333333,15.0,1.0,2024-01-14,875.0,,,45.0,Medium
CUST_07366,Amanda Stevenson,2022-03-09,Enterprise,East,Basic,Active,bishopcheryl@example.org,1551,2022-03,2022-Q1,2651.06,28,2024-06-01,6.0,3.333333333333333,71.0,4.0,2024-05-23,745.0,,,45.0,Medium
CUST_06348,Nicole Short,2022-04-29,SMB,North,Basic,Active,matthewrios@example.org,1500,2022-04,2022-Q2,2628.45,27,2024-06-01,3.0,2.0,48.0,4.0,2023-12-02,918.0,,,45.0,Medium
CUST_07449,Elizabeth Petersen,2022-05-07,SMB,International,Basic,Active,mnguyen@example.com,1492,2022-05,2022-Q2,2559.88,26,2024-06-01,2.0,2.5,77.0,4.0,2024-05-16,752.0,,,45.0,Medium
CUST_04676,Theresa Pena,2022-06-22,Mid-Market,West,Basic,Active,javier35@example.com,1446,2022-06,2022-Q2,2533.06,25,2024-06-01,6.0,3.6666666666666665,85.0,4.0,2024-03-29,800.0,,,45.0,Medium
CUST_01211,Mr. Kyle Thomas DDS,2022-04-21,SMB,North,Basic,Active,georgekyle@example.net,1508,2022-04,2022-Q2,2518.07,27,2024-06-01,1.0,2.0,14.0,2.0,2024-04-08,790.0,,,45.0,Medium
CUST_05646,Anthony Freeman,2022-05-14,SMB,South,Basic,Active,kaufmanalan@example.org,1485,2022-05,2022-Q2,2504.94,26,2024-06-01,2.0,2.5,44.0,2.0,2023-11-29,921.0,,,45.0,Medium
CUST_08878,Patrick Brown,2022-06-20,Mid-Market,North,Basic,Active,sosastacy@example.com,1448,2022-06,2022-Q2,2385.44,25,2024-06-01,1.0,2.0,19.0,1.0,2024-05-19,749.0,,,45.0,Medium
CUST_09965,Taylor Brown,2022-06-26,Mid-Market,East,Basic,Active,mitchellkevin@example.net,1442,2022-06,2022-Q2,2367.53,25,2024-06-01,1.0,2.0,79.0,6.0,2023-11-21,929.0,,,45.0,Medium
CUST_08056,Sandra Mccall,2022-06-18,Mid-Market,International,Basic,Active,emiller@example.com,1450,2022-06,2022-Q2,2339.98,25,2024-06-01,6.0,4.0,77.0,5.0,2024-03-25,804.0,,,45.0,Medium
CUST_05442,Carla Jones,2022-06-14,SMB,International,Basic,Active,stefanie77@example.org,1454,2022-06,2022-Q2,2295.25,25,2024-06-01,7.0,3.8333333333333335,52.0,5.0,2023-07-06,1067.0,,,45.0,Medium
CUST_05427,Charles Nash,2022-07-04,SMB,East,Basic,Active,ugarcia@example.org,1434,2022-07,2022-Q3,2293.95,24,2024-06-01,1.0,2.0,55.0,4.0,2023-12-01,919.0,,,45.0,Medium
CUST_06046,Gavin Smith,2022-08-06,Mid-Market,East,Basic,Active,sheilachambers@example.net,1401,2022-08,2022-Q3,2273.07,23,2024-06-01,6.0,3.5,69.0,4.0,2024-05-27,741.0,,,45.0,Medium
CUST_08124,Jason Gates,2022-09-01,SMB,North,Basic,Active,wendysmith@example.com,1375,2022-09,2022-Q3,2208.57,22,2024-06-01,6.0,3.333333333333333,64.0,5.0,2024-05-13,755.0,,,45.0,Medium
CUST_00985,Michael Castillo,2022-08-23,SMB,North,Basic,Active,brooke05@example.org,1384,2022-08,2022-Q3,2197.76,23,2024-06-01,2.0,2.5,23.0,3.0,2024-02-13,845.0,,,45.0,Medium
CUST_08230,Eric Sanchez,2022-08-11,Enterprise,West,Basic,Active,shelleykramer@example.org,1396,2022-08,2022-Q3,2180.05,23,2024-06-01,5.0,2.8,35.0,3.0,2024-04-27,771.0,,,45.0,Medium
CUST_01773,Jessica Jackson,2022-08-01,SMB,East,Basic,Active,oblake@example.net,1406,2022-08,2022-Q3,2169.55,23,2024-06-01,7.0,3.5,21.0,2.0,2024-01-31,858.0,,,45.0,Medium
CUST_03516,Susan Robinson,2022-08-28,SMB,South,Basic,Active,johnsonmichael@example.net,1379,2022-08,2022-Q3,2124.49,23,2024-06-01,6.0,3.4,92.0,5.0,2024-03-14,815.0,,,45.0,Medium
CUST_04503,Sean Warren,2022-09-03,Mid-Market,International,Basic,Active,ydavis@example.com,1373,2022-09,2022-Q3,2101.81,22,2024-06-01,6.0,3.8333333333333335,121.0,6.0,2024-04-02,796.0,,,45.0,Medium
CUST_07547,Gina Matthews,2022-10-22,SMB,South,Basic,Active,wleon@example.com,1324,2022-10,2022-Q4,2080.59,21,2024-06-01,6.0,3.5,65.0,6.0,2024-04-07,791.0,,,45.0,Medium
CUST_04560,Kim Lyons,2022-10-14,Mid-Market,West,Basic,Active,imahoney@example.org,1332,2022-10,2022-Q4,2068.13,21,2024-06-01,1.0,2.0,29.0,3.0,2024-02-21,837.0,,,45.0,Medium
CUST_06349,Dawn Snow,2022-10-21,Enterprise,South,Basic,Active,leah30@example.com,1325,2022-10,2022-Q4,2051.81,21,2024-06-01,8.0,4.0,30.0,2.0,2024-05-27,741.0,,,45.0,Medium
CUST_05108,Stefanie Higgins,2022-10-03,SMB,North,Basic,Active,maria51@example.com,1343,2022-10,2022-Q4,2046.08,21,2024-06-01,6.0,3.8,49.0,3.0,2023-11-29,921.0,,,45.0,Medium
CUST_01962,Dana Sullivan,2022-10-24,Enterprise,North,Basic,Active,amberdavis@example.org,1322,2022-10,2022-Q4,1968.81,21,2024-06-01,1.0,2.0,42.0,4.0,2024-01-23,866.0,,,45.0,Medium
CUST_05454,Destiny Frost,2022-10-30,SMB,International,Basic,Active,riley71@example.org,1316,2022-10,2022-Q4,1960.56,21,2024-06-01,2.0,2.5,22.0,3.0,2024-04-25,773.0,,,45.0,Medium
CUST_08544,Jeffrey Johnson,2022-11-11,SMB,International,Basic,Active,mooredana@example.net,1304,2022-11,2022-Q4,1920.65,20,2024-06-01,7.0,4.166666666666667,37.0,3.0,2024-04-30,768.0,,,45.0,Medium
CUST_03082,Sheri Yoder,2022-11-23,Enterprise,North,Basic,Active,whitejill@example.com,1292,2022-11,2022-Q4,1908.55,20,2024-06-01,1.0,2.0,45.0,2.0,2024-04-08,790.0,,,45.0,Medium
CUST_00194,Rachel Holland,2023-01-20,Mid-Market,East,Basic,Active,riveraangela@example.com,1234,2023-01,2023-Q1,1853.32,18,2024-06-01,6.0,3.333333333333333,95.0,4.0,2024-04-25,773.0,,,45.0,Medium
CUST_06794,Whitney Kim,2022-11-03,Enterprise,North,Basic,Active,rachel57@example.com,1312,2022-11,2022-Q4,1799.4,20,2024-06-01,1.0,2.0,35.0,2.0,2023-10-29,952.0,,,45.0,Medium
CUST_06289,Deborah Pena,2022-11-24,SMB,South,Basic,Active,claychristopher@example.net,1291,2022-11,2022-Q4,1790.17,20,2024-06-01,6.0,3.333333333333333,65.0,4.0,2024-04-20,778.0,,,45.0,Medium
CUST_09480,Charles Martinez,2022-12-30,SMB,West,Basic,Active,william99@example.org,1255,2022-12,2022-Q4,1779.13,19,2024-06-01,9.0,3.625,40.0,4.0,2024-02-08,850.0,,,45.0,Medium
CUST_03055,Rebecca Little,2023-02-12,SMB,North,Basic,Active,anthonydana@example.net,1211,2023-02,2023-Q1,1691.69,17,2024-06-01,6.0,4.5,69.0,6.0,2024-05-03,765.0,,,45.0,Medium
CUST_00467,Kara Jackson,2023-03-22,Mid-Market,South,Basic,Active,mthomas@example.net,1173,2023-03,2023-Q1,1662.17,16,2024-06-01,8.0,3.5,108.0,4.0,2024-04-27,771.0,,,45.0,Medium
CUST_04056,Michelle Gross,2023-03-31,SMB,South,Basic,Active,tiffanytaylor@example.net,1164,2023-03,2023-Q1,1660.1,16,2024-06-01,7.0,4.0,24.0,3.0,2024-01-11,878.0,,,45.0,Medium
CUST_01814,Jake Jackson,2023-03-19,Enterprise,North,Basic,Active,smithpaul@example.org,1176,2023-03,2023-Q1,1644.05,16,2024-06-01,3.0,2.6666666666666665,51.0,4.0,2024-04-04,794.0,,,45.0,Medium
CUST_01742,Damon Powell,2023-02-15,SMB,North,Basic,Active,regina49@example.com,1208,2023-02,2023-Q1,1587.68,17,2024-06-01,6.0,3.333333333333333,29.0,2.0,2024-03-18,811.0,,,45.0,Medium
CUST_04853,Julie Bell,2023-03-09,Enterprise,South,Basic,Active,yward@example.net,1186,2023-03,2023-Q1,1579.01,16,2024-06-01,6.0,3.5,74.0,5.0,2024-05-21,747.0,,,45.0,Medium
CUST_00644,Shawn Kelley,2023-03-25,SMB,South,Basic,Active,wisealexandria@example.org,1170,2023-03,2023-Q1,1576.9,16,2024-06-01,2.0,2.5,47.0,3.0,2023-11-10,940.0,,,45.0,Medium
CUST_05614,Hailey Sherman,2023-03-10,Mid-Market,West,Basic,Active,lmartinez@example.net,1185,2023-03,2023-Q1,1542.2,16,2024-06-01,6.0,4.0,61.0,3.0,2024-01-25,864.0,,,45.0,Medium
CUST_09072,Jason Guzman,2023-03-30,SMB,North,Basic,Active,aross@example.org,1165,2023-03,2023-Q1,1538.29,16,2024-06-01,6.0,3.5,57.0,2.0,2024-04-06,792.0,,,45.0,Medium
CUST_04417,Mitchell Scott,2023-03-09,SMB,East,Basic,Active,pricedaniel@example.net,1186,2023-03,2023-Q1,1537.72,16,2024-06-01,8.0,3.857142857142857,18.0,1.0,2024-02-15,843.0,,,45.0,Medium
CUST_01140,Jennifer Bautista,2023-03-13,SMB,West,Basic,Active,nicolemoore@example.net,1182,2023-03,2023-Q1,1532.78,16,2024-06-01,7.0,4.0,31.0,4.0,2024-03-17,812.0,,,45.0,Medium
CUST_08012,Lance Day,2023-03-20,SMB,East,Basic,Active,zwilliams@example.org,1175,2023-03,2023-Q1,1475.15,16,2024-06-01,7.0,4.285714285714286,22.0,1.0,2024-05-07,761.0,,,45.0,Medium
CUST_09647,Rhonda Cruz,2023-04-22,Enterprise,North,Basic,Active,pwells@example.com,1142,2023-04,2023-Q2,1456.59,15,2024-06-01,6.0,3.8,10.0,1.0,2023-03-18,1177.0,,,45.0,Medium
CUST_09492,Nathaniel Cannon,2023-03-09,Enterprise,South,Basic,Active,alvarezmichael@example.com,1186,2023-03,2023-Q1,1452.22,16,2024-06-01,6.0,4.0,75.0,6.0,2024-05-03,765.0,,,45.0,Medium
CUST_07682,Michelle Kelly,2023-04-12,SMB,North,Basic,Active,ubauer@example.com,1152,2023-04,2023-Q2,1418.48,15,2024-06-01,6.0,3.6666666666666665,42.0,3.0,2024-05-24,744.0,,,45.0,Medium
CUST_04793,Eric Bennett,2023-05-26,Mid-Market,West,Basic,Active,kbarton@example.net,1108,2023-05,2023-Q2,1391.8,14,2024-06-01,3.0,2.5,63.0,4.0,2024-05-31,737.0,,,45.0,Medium
CUST_09360,Cheryl Knight,2023-05-04,SMB,North,Basic,Active,tiffanypatterson@example.net,1130,2023-05,2023-Q2,1368.33,14,2024-06-01,7.0,3.857142857142857,52.0,4.0,2024-04-19,779.0,,,45.0,Medium
CUST_06408,Chad Key,2023-05-03,SMB,West,Basic,Active,alexandra05@example.com,1131,2023-05,2023-Q2,1359.2,14,2024-06-01,1.0,2.0,50.0,4.0,2024-01-21,868.0,,,45.0,Medium
CUST_01958,Carmen Perez,2023-05-01,SMB,North,Basic,Active,tracy55@example.net,1133,2023-05,2023-Q2,1329.92,14,2024-06-01,2.0,2.5,25.0,3.0,2024-04-14,784.0,,,45.0,Medium
CUST_00611,Tara Holmes,2023-06-14,Mid-Market,International,Basic,Active,arthurgreene@example.net,1089,2023-06,2023-Q2,1301.11,13,2024-06-01,7.0,3.7142857142857135,29.0,3.0,2024-03-23,806.0,,,45.0,Medium
CUST_00256,Gina Mcmillan,2023-06-25,SMB,North,Basic,Active,jameshicks@example.net,1078,2023-06,2023-Q2,1264.75,13,2024-06-01,6.0,3.4,38.0,2.0,2024-05-09,759.0,,,45.0,Medium
CUST_03122,Jennifer Jones,2023-06-09,Mid-Market,International,Basic,Active,hartmancrystal@example.net,1094,2023-06,2023-Q2,1252.71,13,2024-06-01,6.0,3.5,49.0,4.0,2024-04-14,784.0,,,45.0,Medium
CUST_09376,Jamie Williams,2023-05-23,SMB,East,Basic,Active,gutierrezshelly@example.org,1111,2023-05,2023-Q2,1247.04,14,2024-06-01,6.0,3.8333333333333335,44.0,1.0,2024-04-27,771.0,,,45.0,Medium
CUST_00491,Steve Mason,2023-06-05,Mid-Market,East,Basic,Active,amoreno@example.org,1098,2023-06,2023-Q2,1233.45,13,2024-06-01,3.0,2.6666666666666665,42.0,3.0,2024-02-07,851.0,,,45.0,Medium
CUST_01515,Billy Wallace,2023-06-05,SMB,International,Basic,Active,youngmark@example.com,1098,2023-06,2023-Q2,1225.84,13,2024-06-01,6.0,3.25,41.0,2.0,2024-03-21,808.0,,,45.0,Medium
CUST_06803,Carrie Montoya,2023-06-16,Enterprise,South,Basic,Active,joseph62@example.com,1087,2023-06,2023-Q2,1197.49,13,2024-06-01,5.0,2.8,28.0,3.0,2024-05-08,760.0,,,45.0,Medium
CUST_02822,Pamela Johnson,2023-07-02,Mid-Market,South,Basic,Active,stacey98@example.net,1071,2023-07,2023-Q3,1194.31,12,2024-06-01,2.0,2.5,51.0,3.0,2024-05-14,754.0,,,45.0,Medium
CUST_08603,Luke Hudson,2023-05-24,Mid-Market,East,Basic,Active,rachelduke@example.net,1110,2023-05,2023-Q2,1175.52,14,2024-06-01,2.0,2.5,58.0,4.0,2024-04-18,780.0,,,45.0,Medium
CUST_02044,Robert Stevens,2023-07-28,Mid-Market,International,Basic,Active,justin08@example.net,1045,2023-07,2023-Q3,1165.53,12,2024-06-01,6.0,3.5,31.0,3.0,2023-06-15,1088.0,,,45.0,Medium
CUST_03236,Jason Sanchez,2023-06-20,Enterprise,International,Basic,Active,garysnow@example.org,1083,2023-06,2023-Q2,1154.5,13,2024-06-01,6.0,3.8,17.0,2.0,2024-02-05,853.0,,,45.0,Medium
CUST_03163,Jay West,2023-07-25,SMB,South,Basic,Active,shane26@example.com,1048,2023-07,2023-Q3,1125.74,12,2024-06-01,1.0,2.0,17.0,2.0,2023-11-14,936.0,,,45.0,Medium
CUST_03004,Kathryn Young,2023-07-10,Mid-Market,East,Basic,Active,courtney58@example.org,1063,2023-07,2023-Q3,1114.06,12,2024-06-01,7.0,3.571428571428572,30.0,3.0,2024-04-26,772.0,,,45.0,Medium
CUST_07003,Nicole Ortiz,2023-08-18,SMB,South,Basic,Active,jerrywood@example.org,1024,2023-08,2023-Q3,1044.38,11,2024-06-01,7.0,3.571428571428572,88.0,5.0,2024-04-13,785.0,,,45.0,Medium
CUST_02009,Kevin Farmer,2023-10-19,SMB,International,Basic,Active,lindabryan@example.org,962,2023-10,2023-Q4,1042.2,9,2024-06-01,7.0,3.1666666666666665,27.0,2.0,2024-01-28,861.0,,,45.0,Medium
CUST_07069,Shelby Long,2023-09-07,Mid-Market,International,Basic,Active,malonekristen@example.com,1004,2023-09,2023-Q3,1032.19,10,2024-06-01,1.0,2.0,60.0,3.0,2024-04-07,791.0,,,45.0,Medium
CUST_05205,Mariah Brown MD,2023-09-20,Enterprise,North,Basic,Active,walleramy@example.net,991,2023-09,2023-Q3,996.19,10,2024-06-01,6.0,3.6,91.0,3.0,2024-04-20,778.0,,,45.0,Medium
CUST_04340,April Smith,2023-08-14,SMB,North,Basic,Active,wsmith@example.net,1028,2023-08,2023-Q3,988.38,11,2024-06-01,6.0,3.0,64.0,4.0,2024-02-22,836.0,,,45.0,Medium
CUST_07867,Joel Woodard,2023-09-13,Mid-Market,East,Basic,Active,cjohnson@example.net,998,2023-09,2023-Q3,984.48,10,2024-06-01,6.0,3.6666666666666665,33.0,4.0,2023-12-02,918.0,,,45.0,Medium
CUST_02637,Gregory Vazquez,2023-09-02,Enterprise,East,Basic,Active,scottmark@example.org,1009,2023-09,2023-Q3,968.87,10,2024-06-01,2.0,2.5,66.0,4.0,2024-05-27,741.0,,,45.0,Medium
CUST_07418,James Lester,2023-09-22,SMB,East,Basic,Active,eric95@example.net,989,2023-09,2023-Q3,958.38,10,2024-06-01,6.0,3.6666666666666665,47.0,3.0,2024-05-06,762.0,,,45.0,Medium
CUST_01287,Jennifer Nelson,2023-10-02,SMB,West,Basic,Active,adamarmstrong@example.net,979,2023-10,2023-Q4,936.62,9,2024-06-01,1.0,2.0,33.0,3.0,2023-10-04,977.0,,,45.0,Medium
CUST_03561,Denise Melton,2023-09-29,SMB,East,Basic,Active,dhoward@example.com,982,2023-09,2023-Q3,913.87,10,2024-06-01,8.0,3.571428571428572,18.0,2.0,2024-05-18,750.0,,,45.0,Medium
CUST_05194,Kevin Huerta DDS,2023-10-26,Enterprise,International,Basic,Active,kathrynbaxter@example.org,955,2023-10,2023-Q4,913.16,9,2024-06-01,6.0,3.8333333333333335,32.0,2.0,2024-04-29,769.0,,,45.0,Medium
CUST_03607,Charles Coleman,2023-10-20,SMB,West,Basic,Active,richard26@example.com,961,2023-10,2023-Q4,906.92,9,2024-06-01,6.0,3.6666666666666665,35.0,2.0,2024-05-28,740.0,,,45.0,Medium
CUST_04356,David Hernandez,2023-10-03,Enterprise,International,Basic,Active,heidi28@example.org,978,2023-10,2023-Q4,899.75,9,2024-06-01,7.0,3.4285714285714284,83.0,6.0,2024-05-07,761.0,,,45.0,Medium
CUST_00675,John Garcia,2023-10-16,Mid-Market,North,Basic,Active,hbarrett@example.net,965,2023-10,2023-Q4,872.0699999999999,9,2024-06-01,6.0,3.4,50.0,4.0,2024-05-13,755.0,,,45.0,Medium
CUST_03030,Nicole Henderson,2023-10-30,SMB,West,Basic,Active,kristymunoz@example.org,951,2023-10,2023-Q4,845.69,9,2024-06-01,6.0,3.8333333333333335,23.0,3.0,2024-02-22,836.0,,,45.0,Medium
CUST_06886,Robert Mata,2023-10-10,SMB,International,Basic,Active,mcgeeamy@example.com,971,2023-10,2023-Q4,830.16,9,2024-06-01,6.0,4.0,74.0,5.0,2024-04-01,797.0,,,45.0,Medium
CUST_09173,Marcus Gutierrez,2023-11-01,Mid-Market,East,Basic,Active,amy86@example.org,949,2023-11,2023-Q4,826.69,8,2024-06-01,2.0,2.5,32.0,4.0,2024-04-22,776.0,,,45.0,Medium
CUST_07061,Paul West,2023-10-24,SMB,East,Basic,Active,hbennett@example.net,957,2023-10,2023-Q4,818.45,9,2024-06-01,6.0,3.6666666666666665,43.0,4.0,2024-02-18,840.0,,,45.0,Medium
CUST_07730,Allison Howard,2023-10-28,Mid-Market,International,Basic,Active,george48@example.com,953,2023-10,2023-Q4,808.3299999999999,9,2024-06-01,6.0,3.5,87.0,6.0,2024-04-17,781.0,,,45.0,Medium
CUST_06147,Janet Smith,2023-10-03,SMB,South,Basic,Active,jpayne@example.org,978,2023-10,2023-Q4,807.45,9,2024-06-01,6.0,3.6,27.0,3.0,2023-10-29,952.0,,,45.0,Medium
CUST_08423,Eddie Williams,2023-11-26,Mid-Market,West,Basic,Active,fischermark@example.org,924,2023-11,2023-Q4,791.71,8,2024-06-01,6.0,3.6,17.0,2.0,2023-11-17,933.0,,,45.0,Medium
CUST_01430,Shane Kennedy,2023-11-03,Mid-Market,South,Basic,Active,fuentesashley@example.com,947,2023-11,2023-Q4,782.65,8,2024-06-01,8.0,3.625,15.0,2.0,2024-01-18,871.0,,,45.0,Medium
CUST_07604,Dr. Melissa Weaver,2023-12-01,Mid-Market,West,Basic,Active,efuller@example.com,919,2023-12,2023-Q4,751.19,7,2024-06-01,6.0,3.8,116.0,5.0,2024-04-03,795.0,,,45.0,Medium
CUST_04045,Justin French,2023-12-27,Enterprise,International,Basic,Active,taylorchristopher@example.org,893,2023-12,2023-Q4,698.56,7,2024-06-01,6.0,3.5,73.0,4.0,2024-02-08,850.0,,,45.0,Medium
CUST_02300,Robin Patterson,2023-12-25,Enterprise,West,Basic,Active,anthony00@example.org,895,2023-12,2023-Q4,692.5699999999999,7,2024-06-01,6.0,4.0,40.0,3.0,2023-10-06,975.0,,,45.0,Medium
CUST_02007,Matthew Brown,2023-12-02,SMB,North,Basic,Active,morganclaudia@example.com,918,2023-12,2023-Q4,687.69,7,2024-06-01,7.0,3.142857142857143,131.0,5.0,2024-03-28,801.0,,,45.0,Medium
CUST_06226,Dr. Melinda Glenn,2023-12-07,Mid-Market,East,Basic,Active,pattonkaitlyn@example.com,913,2023-12,2023-Q4,627.25,7,2024-06-01,1.0,2.0,88.0,4.0,2024-03-29,800.0,,,45.0,Medium
CUST_00775,Kyle Nguyen,2024-01-07,Enterprise,International,Basic,Active,shortgregory@example.com,882,2024-01,2024-Q1,599.67,6,2024-06-01,7.0,3.571428571428572,42.0,3.0,2024-05-08,760.0,,,45.0,Medium
CUST_08137,Barbara Doyle,2024-01-24,Mid-Market,South,Basic,Active,cbanks@example.com,865,2024-01,2024-Q1,584.74,6,2024-06-01,1.0,2.0,20.0,2.0,2023-08-14,1028.0,,,45.0,Medium
CUST_07257,Dawn Small,2024-01-15,Enterprise,International,Basic,Active,lindaturner@example.org,874,2024-01,2024-Q1,570.38,6,2024-06-01,8.0,3.75,78.0,5.0,2024-05-06,762.0,,,45.0,Medium
CUST_09882,Mark Rhodes,2024-03-15,SMB,North,Basic,Active,nataliewilliams@example.org,814,2024-03,2024-Q1,451.71,4,2024-06-01,6.0,3.8,14.0,1.0,2024-03-23,806.0,,,45.0,Medium
CUST_05314,Robert Long,2024-02-27,SMB,West,Basic,Active,younganthony@example.net,831,2024-02,2024-Q1,447.16,5,2024-06-01,6.0,3.5,41.0,3.0,2024-02-24,834.0,,,45.0,Medium
CUST_09219,Steven Moore,2024-03-17,Mid-Market,International,Basic,Active,youngdavid@example.com,812,2024-03,2024-Q1,420.75,4,2024-06-01,6.0,3.6,59.0,4.0,2024-03-11,818.0,,,45.0,Medium
CUST_00808,Angelica Jacobs,2024-03-04,Enterprise,East,Basic,Active,pdouglas@example.net,825,2024-03,2024-Q1,415.82,4,2024-06-01,3.0,2.6666666666666665,61.0,6.0,2024-05-24,744.0,,,45.0,Medium
CUST_03332,Brian Wells,2024-03-16,SMB,West,Basic,Active,danielleboyer@example.net,813,2024-03,2024-Q1,383.43,4,2024-06-01,8.0,4.125,39.0,3.0,2024-05-27,741.0,,,45.0,Medium
CUST_01738,Stephanie Williams,2024-03-17,SMB,South,Basic,Active,gregorysmith@example.net,812,2024-03,2024-Q1,380.42,4,2024-06-01,6.0,3.2,26.0,2.0,2024-04-28,770.0,,,45.0,Medium
CUST_01080,Timothy Foley,2024-04-25,SMB,South,Basic,Active,james08@example.net,773,2024-04,2024-Q2,320.1,3,2024-06-01,4.0,2.75,33.0,2.0,2024-05-06,762.0,,,45.0,Medium
CUST_08503,Ryan Leblanc,2024-04-28,Enterprise,East,Basic,Active,estone@example.com,770,2024-04,2024-Q2,289.69,3,2024-06-01,1.0,2.0,65.0,3.0,2024-02-28,830.0,,,45.0,Medium
CUST_08377,Michael Roberts,2024-04-07,SMB,North,Basic,Active,johnjohnson@example.net,791,2024-04,2024-Q2,264.83,3,2024-06-01,8.0,3.75,55.0,4.0,2023-09-27,984.0,,,45.0,Medium
CUST_00429,James Barnes,2024-04-11,Mid-Market,South,Basic,Active,crystalpham@example.org,787,2024-04,2024-Q2,262.41,3,2024-06-01,6.0,3.6666666666666665,51.0,3.0,2024-03-21,808.0,,,45.0,Medium
CUST_01951,John Martin,2024-05-29,SMB,South,Basic,Active,jessica82@example.com,739,2024-05,2024-Q2,186.26,2,2024-06-01,6.0,3.8333333333333335,26.0,3.0,2024-04-08,790.0,,,45.0,Medium
CUST_00586,Heather Parrish,2021-05-07,Enterprise,North,Enterprise,Active,msparks@example.org,1857,2021-05,2021-Q2,35487.65,38,2024-06-01,2.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_03418,Maria Jordan,2023-02-17,Enterprise,East,Enterprise,Active,vthomas@example.com,1206,2023-02,2023-Q1,16357.07,17,2024-06-01,0.0,,0.0,0.0,,,,,40.0,Medium
CUST_00841,Leslie Nguyen,2023-03-27,SMB,East,Enterprise,Active,julievillanueva@example.org,1168,2023-03,2023-Q1,15528.66,16,2024-06-01,2.0,3.5,0.0,0.0,,,,,40.0,Medium
CUST_03416,Kevin Rodriguez,2023-06-17,SMB,North,Enterprise,Active,dawnlewis@example.net,1086,2023-06,2023-Q2,12662.18,13,2024-06-01,0.0,,0.0,0.0,,,,,40.0,Medium
CUST_01151,Alan Johnson,2021-03-17,SMB,International,Pro,Active,rogersjames@example.net,1908,2021-03,2021-Q1,11675.2,40,2024-06-01,1.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_04627,Jessica Bernard,2021-05-28,SMB,North,Pro,Active,jason83@example.org,1836,2021-05,2021-Q2,10889.38,38,2024-06-01,2.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_02635,Justin Foster,2021-07-07,Mid-Market,North,Pro,Active,amy67@example.com,1796,2021-07,2021-Q3,10693.48,36,2024-06-01,1.0,4.0,0.0,0.0,,,,,40.0,Medium
CUST_05263,Katelyn Clark,2021-07-20,Enterprise,International,Pro,Active,kimberly96@example.com,1783,2021-07,2021-Q3,10472.26,36,2024-06-01,1.0,4.0,0.0,0.0,,,,,40.0,Medium
CUST_07002,Beth Holmes,2021-06-20,Mid-Market,North,Pro,Active,qmoran@example.org,1813,2021-06,2021-Q2,10317.16,37,2024-06-01,2.0,3.5,0.0,0.0,,,,,40.0,Medium
CUST_07185,Sarah Miller,2022-02-24,Mid-Market,South,Pro,Active,pwilliams@example.net,1564,2022-02,2022-Q1,8553.61,29,2024-06-01,2.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_06945,Joseph Jackson,2022-02-10,SMB,South,Pro,Active,fspencer@example.org,1578,2022-02,2022-Q1,8465.76,29,2024-06-01,3.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_02198,Alyssa Rodriguez PhD,2022-04-21,SMB,North,Pro,Active,dunnmary@example.net,1508,2022-04,2022-Q2,8278.6,27,2024-06-01,1.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_08219,Chelsea Smith,2022-07-16,Enterprise,West,Pro,Active,mmarshall@example.org,1422,2022-07,2022-Q3,7067.2300000000005,24,2024-06-01,1.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_00264,Tami Salas,2022-08-03,SMB,South,Pro,Active,thorntonapril@example.net,1404,2022-08,2022-Q3,6422.81,23,2024-06-01,5.0,3.4,0.0,0.0,,,,,40.0,Medium
CUST_05944,Diana Waller,2022-10-19,Mid-Market,East,Pro,Active,eoneal@example.org,1327,2022-10,2022-Q4,6273.13,21,2024-06-01,1.0,4.0,0.0,0.0,,,,,40.0,Medium
CUST_06005,Steven Moore DDS,2022-11-18,SMB,North,Pro,Active,michael98@example.org,1297,2022-11,2022-Q4,5548.57,20,2024-06-01,0.0,,0.0,0.0,,,,,40.0,Medium
CUST_07451,Andrew Evans,2024-02-22,Mid-Market,International,Enterprise,Active,ubrock@example.net,836,2024-02,2024-Q1,4839.21,5,2024-06-01,4.0,3.0,0.0,0.0,,,,,40.0,Medium
CUST_01906,Amy West,2023-02-21,Mid-Market,East,Pro,Active,usanchez@example.net,1202,2023-02,2023-Q1,4731.15,17,2024-06-01,0.0,,0.0,0.0,,,,,40.0,Medium
